Simulation Identification;sensor.SimpleWSNNode_Random100
Round;18
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;100
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8543537
Total Number of Sensed Events by the WSN;253668
Number of Sensed Events by the WSN per Day
1;3132
2;3160
3;3156
4;3147
5;3184
6;3250
7;3134
8;3202
9;3236
10;3218
11;3210
12;3106
13;3156
14;3209
15;3226
16;3191
17;3190
18;3206
19;3190
20;3167
21;3185
22;3178
23;3127
24;3163
25;3122
26;3115
27;3155
28;3147
29;3134
30;3158
31;3159
32;3174
33;3218
34;3149
35;3155
36;3139
37;3228
38;3181
39;3136
40;3153
41;3141
42;3140
43;3145
44;3179
45;3163
46;3134
47;3168
48;3122
49;3214
50;3148
51;3216
52;3156
53;3137
54;3158
55;3142
56;3147
57;3158
58;3153
59;3126
60;3246
61;3182
62;3171
63;3159
64;3197
65;3100
66;3191
67;3148
68;3141
69;3223
70;3200
71;3173
72;3111
73;3094
74;3198
75;3185
76;3214
77;3118
78;2087
79;1280
80;1187
81;1082
82;799
83;584
84;567
85;499
86;522
87;358
88;220
89;218
90;215
91;123
92;83
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;574580;19800;1;11398;7100214.533333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;126145;7435;1;7158;7806955.39
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;893120;403397;1;11603;7063746.284671
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;85433;4905;1;4130;8311637.236667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;543376;27798;0;13932;6677833.212
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;1291718;11810;1;10010;7331595.806667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;211127;47324;0;6686;7885382.722667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;167350;13977;0;13977;6670416.138
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;1028779;455679;0;12265;6953099.259338
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;806519;394344;0;9162;7470633.936004
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;377076;24278;1;11067;7155354.332
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;90923;24089;1;6384;7935855.466
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;376705;83666;0;13585;6735331.337334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;746572;352940;0;13312;6779215.693337
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;874715;186161;0;13791;6700383.034001
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;31952;8831;1;6254;7957613.680667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;584182;10834;1;10834;7194268.329333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;1470094;14192;0;7911;7681414.848
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;248033;10418;1;11033;7161104.158667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;232920;14058;0;14058;6656915.652
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node20;0;251337;117314;1;12031;6994129.449334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node21;0;586098;242700;0;14011;6663377.133335
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node22;0;87714;33121;0;14004;6665801.274
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node23;0;325258;69623;1;11176;7136915.595334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node24;0;62769;7664;1;8311;7614787.349333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node25;0;130548;44579;1;11695;7050565.859334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node26;0;167226;14019;0;14019;6663415.886
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node27;0;302112;6115;1;6901;7849796.643333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node28;0;291568;9694;1;10466;7255608.502667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node29;0;330589;32721;0;10394;7267470.340667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node30;0;702222;274330;1;13916;6679020.686669
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node31;0;87204;7531;1;8095;7650788.147333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node32;0;379290;144306;0;14000;6665800.830668
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node33;0;1798911;14081;0;14081;6653082.180666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node34;0;956548;357654;0;14080;6651187.409336
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node35;0;167141;14051;0;14051;6658082.360667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node36;0;446886;13871;0;13868;6688583.440666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node37;0;604329;14015;0;13995;6667415.91
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node38;0;81339;12475;1;12475;6920758.483333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node39;0;1400821;14050;0;14050;6658249.033333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node40;0;416471;116760;1;9500;7415966.106668
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node41;0;284920;24101;1;13035;6827355.394
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node42;0;1583517;14144;0;14144;6642581.802666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node43;0;604531;13968;0;13962;6672916.192
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node44;0;30102;5355;1;6345;7942467.87
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node45;0;534822;128572;0;11816;7029895.234668
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node46;0;804462;26057;0;11531;7078010.324667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node47;0;531188;218617;1;13836;6692688.298002
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node48;0;1104034;571720;0;13892;6681236.346672
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node49;0;151419;54480;1;13875;6687173.12
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node50;0;962596;27855;0;13947;6675332.87
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node51;0;313899;8304;1;8914;7514283.509333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node52;0;533741;11976;1;11976;7003928.144
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node53;0;29456;6001;1;7031;7828130.660667
