Simulation Identification;sensor.SimpleWSNNode_Random49
Round;25
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;49
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8065266
Total Number of Sensed Events by the WSN;135484
Number of Sensed Events by the WSN per Day
1;1790
2;1778
3;1842
4;1723
5;1795
6;1773
7;1719
8;1752
9;1737
10;1706
11;1789
12;1745
13;1724
14;1770
15;1747
16;1762
17;1794
18;1772
19;1763
20;1751
21;1757
22;1769
23;1760
24;1805
25;1686
26;1784
27;1789
28;1683
29;1729
30;1744
31;1763
32;1802
33;1703
34;1720
35;1742
36;1752
37;1788
38;1690
39;1744
40;1777
41;1763
42;1769
43;1737
44;1714
45;1823
46;1744
47;1780
48;1697
49;1787
50;1780
51;1744
52;1771
53;1799
54;1800
55;1756
56;1746
57;1777
58;1774
59;1760
60;1727
61;1793
62;1697
63;1770
64;1723
65;1756
66;1750
67;1757
68;1793
69;1752
70;1710
71;1762
72;1749
73;1782
74;1837
75;1729
76;1735
77;1643
78;279
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;197333;8117;1;9096;7483951.298
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;0;0;1;9038;7493666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;210704;105363;1;14037;6659867.822001
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;0;0;1;14045;6659166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;0;0;0;14055;6657500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;0;0;1;8771;7538166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;203586;14078;1;14078;6653582.198666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;189255;73522;0;13991;6667725.534667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;131241;13957;1;14013;6664416.258
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;0;0;1;13942;6676333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;117233;9582;1;10471;7254775.841333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;182775;77368;1;14021;6662702.458667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;0;0;1;13900;6683333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;0;0;1;13974;6671000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;0;0;1;13989;6668500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;203644;14058;0;14055;6657415.652
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;0;0;1;13597;6733833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;119295;19716;1;13852;6691215.037333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;0;0;1;7530;7745000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;524071;183407;0;13827;6694399.558002
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node20;0;157835;42115;1;14001;6666247.31
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node21;0;238864;119328;1;14014;6663617.365334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node22;0;43806;5933;1;6985;7835797.735333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node23;0;15750;5212;1;6254;7957635.394667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node24;0;0;0;1;12457;6923833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node25;0;323100;13960;1;13973;6671082.906666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node26;0;322647;133501;1;14173;6637032.327334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node27;0;693395;13926;0;13926;6678916.444
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node28;0;0;0;1;5619;8063500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node29;0;196688;14008;0;14059;6656749.285333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node30;0;0;0;1;6117;7980500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node31;0;327032;340637;1;13605;6730456.178003
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node32;0;0;0;1;13916;6680666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node33;0;0;0;1;13226;6795666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node34;0;455881;129699;0;14067;6654721.806001
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node35;0;344644;161463;0;14002;6665364.555335
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node36;0;0;0;1;13971;6671500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node37;0;125591;13420;1;13566;6738919.48
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node38;0;33318;5590;1;6629;7895133.126667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node39;0;0;0;1;7683;7719500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node40;0;126939;13833;1;13923;6679417.002
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node41;0;31622;7286;1;8334;7610956.284
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node42;0;127616;26032;1;13393;6767677.141333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node43;0;128341;10670;1;11363;7106102.646667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node44;0;0;0;1;13733;6711166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node45;0;0;0;1;6098;7983666.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node46;0;0;0;1;12781;6869833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node47;0;0;0;1;11655;7057500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node48;0;122540;15750;1;11262;7122905.5
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;303490;0
