Simulation Identification;sensor.SimpleWSNNode_Random81
Round;0
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;81
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8779487
Total Number of Sensed Events by the WSN;227794
Number of Sensed Events by the WSN per Day
1;2921
2;2890
3;2907
4;2934
5;2934
6;2894
7;2975
8;2998
9;2995
10;2871
11;2900
12;2912
13;2938
14;2915
15;2906
16;2912
17;2972
18;2812
19;2953
20;2943
21;2955
22;2934
23;2949
24;2902
25;2938
26;2944
27;2971
28;2917
29;2934
30;2928
31;2942
32;2929
33;2967
34;2954
35;2905
36;2937
37;2909
38;2910
39;2904
40;2924
41;2974
42;2937
43;2931
44;2933
45;2956
46;2968
47;2935
48;2965
49;2928
50;2860
51;2883
52;2953
53;2947
54;2950
55;2916
56;2852
57;2884
58;2933
59;2934
60;2925
61;2921
62;2906
63;2883
64;2951
65;2950
66;2913
67;2849
68;2886
69;2958
70;2889
71;2890
72;2945
73;2909
74;2903
75;2900
76;2937
77;2793
78;845
79;436
80;230
81;234
82;226
83;150
84;163
85;91
86;97
87;98
88;95
89;47
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;0;0;1;13993;6667833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;25574;6687;1;7719;7713459.878
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;0;0;1;4314;8281000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;135964;13522;1;7959;7673418.868
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;78843;23666;1;9382;7436191.337333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;310216;32752;0;13873;6687636.821333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;538159;13882;1;13918;6680250.041333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;840223;246838;1;8125;7644352.305336
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;565685;234179;0;14176;6635928.259335
