Simulation Identification;sensor.SimpleWSNNode_Random81
Round;13
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;81
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8697837
Total Number of Sensed Events by the WSN;246539
Number of Sensed Events by the WSN per Day
1;3136
2;3140
3;3147
4;3171
5;3163
6;3122
7;3116
8;3115
9;3109
10;3130
11;3103
12;3114
13;3113
14;3090
15;3150
16;3148
17;3091
18;3143
19;3072
20;3065
21;3147
22;3148
23;3108
24;3125
25;3169
26;3100
27;3168
28;3079
29;3144
30;3125
31;3182
32;3170
33;3113
34;3160
35;2994
36;3137
37;3106
38;3147
39;3103
40;3145
41;3104
42;3081
43;3156
44;3151
45;3066
46;3107
47;3127
48;3073
49;3113
50;3141
51;3065
52;3128
53;3083
54;3149
55;3124
56;3107
57;3116
58;3115
59;3100
60;3176
61;3037
62;3159
63;3135
64;3061
65;3131
66;3141
67;3100
68;3226
69;3112
70;3094
71;3123
72;3052
73;3109
74;3087
75;3082
76;3149
77;3149
78;1084
79;738
80;732
81;547
82;482
83;489
84;473
85;456
86;415
87;371
88;177
89;93
90;68
91;53
92;62
93;62
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;876215;36232;0;9998;7333449.274667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;517664;56668;0;14096;6650326.658667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;69793;22098;1;11979;7003367.412
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;212646;12141;1;12277;6953760.487333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;881650;768908;1;8096;7646053.218677
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;898341;95996;0;13895;6683590.690667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;89296;42185;1;9988;7335080.223334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;811387;53642;0;13971;6671178.148
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;226082;14143;1;14084;6652581.808666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;269298;14105;0;14105;6649082.036666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;1089616;279891;1;14023;6661153.987336
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;186925;91820;1;11339;7109615.746667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;59881;9716;1;9493;7417775.037333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;26929;8324;1;9286;7452283.389333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;516170;69952;1;13939;6676413.621334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;406623;14277;0;14277;6620414.338
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;188159;46965;1;13106;6815384.876667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;87251;4405;1;4763;8206140.236667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;1117483;558790;0;14063;6652813.926672
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;1627328;63915;1;9194;7467283.176667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node20;0;884201;5826;1;5826;8028965.044
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node21;0;980481;66805;0;13882;6685932.503334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node22;0;141945;26532;1;12884;6852507.474667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node23;0;191343;47491;1;14028;6661715.054
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node24;0;56125;4797;1;5740;8043304.551333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node25;0;51163;9759;1;10580;7236608.112667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node26;0;43102;3757;1;4646;8225644.124667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node27;0;26396;1363;1;1814;8697658.488667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node28;0;1641435;8844;0;8844;7525946.936
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node29;0;75862;26111;1;13822;6696176.667333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node30;0;76213;18796;1;10715;7214053.890667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node31;0;256616;52979;1;13767;6705182.126
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node32;0;197564;12884;1;12399;6933422.696
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node33;0;258916;40017;0;13960;6673093.231333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node34;0;1495716;749439;0;13883;6681670.032674
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node35;0;1657490;760812;0;11373;7099935.128008
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node36;0;241736;99732;0;14162;6639068.274667
