Simulation Identification;sensor.SimpleWSNNode_Random81
Round;22
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;81
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8293927
Total Number of Sensed Events by the WSN;234225
Number of Sensed Events by the WSN per Day
1;3046
2;3032
3;2939
4;2965
5;2984
6;2984
7;2997
8;3025
9;2963
10;2984
11;3029
12;3032
13;2947
14;3050
15;2973
16;3054
17;2985
18;2991
19;3018
20;2967
21;3037
22;2953
23;3009
24;3005
25;2976
26;3061
27;3045
28;2988
29;3045
30;3026
31;2988
32;2965
33;3042
34;3027
35;3025
36;2978
37;3040
38;2976
39;3040
40;3020
41;3022
42;2988
43;2991
44;2949
45;2966
46;3062
47;3015
48;3024
49;2962
50;3064
51;2943
52;3050
53;2993
54;3074
55;3036
56;2946
57;2992
58;3025
59;2978
60;2990
61;2971
62;2933
63;3045
64;3018
65;3012
66;2988
67;3054
68;2997
69;3003
70;3076
71;3022
72;3018
73;2997
74;3017
75;3041
76;2961
77;2965
78;503
79;271
80;239
81;188
82;225
83;201
84;185
85;172
86;159
87;98
88;143
89;123
90;48
91;59
92;62
93;49
94;59
95;42
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;78020;5409;1;6460;7923300.879333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;445604;222828;1;13963;6671496.365335
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;404350;167921;1;13981;6668825.807335
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;101312;17917;1;13404;6765892.498
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;90025;25703;1;8718;7546845.782
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;334399;138731;0;14141;6642334.280668
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;28490;3557;1;4387;8268811.991333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;0;0;1;6308;7948666.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;146452;35657;1;9970;7338119.391333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;334489;27895;0;14009;6664999.296667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;90344;7137;1;8201;7633123.844667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;55868;13871;1;13910;6681583.440666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;176213;9453;1;10315;7280776.615333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;322270;139900;1;13711;6713993.933334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;801094;638037;0;12812;6860838.444673
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;131538;51581;1;8736;7543690.514
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;1552105;13869;1;13869;6688416.786
