Simulation Identification;sensor.SimpleWSNNode_Random81
Round;12
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;81
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8481639
Total Number of Sensed Events by the WSN;245311
Number of Sensed Events by the WSN per Day
1;3171
2;3165
3;3221
4;3176
5;3225
6;3171
7;3225
8;3206
9;3108
10;3186
11;3211
12;3204
13;3240
14;3183
15;3210
16;3162
17;3097
18;3182
19;3174
20;3191
21;3150
22;3171
23;3183
24;3178
25;3149
26;3135
27;3184
28;3196
29;3187
30;3185
31;3253
32;3174
33;3228
34;3188
35;3212
36;3165
37;3091
38;3212
39;3122
40;3144
41;3156
42;3153
43;3212
44;3162
45;3150
46;3090
47;3200
48;3257
49;3193
50;3193
51;3131
52;3205
53;3227
54;3172
55;3182
56;3200
57;3184
58;3185
59;3212
60;3149
61;3157
62;3120
63;3136
64;3141
65;3177
66;3226
67;3185
68;3180
69;3180
70;3153
71;3226
72;3210
73;3218
74;3159
75;3204
76;3146
77;2566
78;118
79;96
80;94
81;88
82;91
83;94
84;82
85;91
86;102
87;97
88;90
89;56
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;310323;12702;1;10003;7332757.121333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;474886;124111;1;13188;6801255.334001
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;103695;13025;1;13307;6782088.516666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;357957;97697;1;13880;6686080.484667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;131222;19431;1;13387;6768716.747333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;256864;25365;1;14054;6657514.476667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;243818;42477;1;14177;6636911.804667
