Simulation Identification;sensor.SimpleWSNNode_Random81
Round;2
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;81
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8293302
Total Number of Sensed Events by the WSN;242864
Number of Sensed Events by the WSN per Day
1;3114
2;3075
3;3111
4;3084
5;3147
6;3097
7;3117
8;3116
9;3145
10;3090
11;3148
12;3125
13;3106
14;3133
15;3169
16;3119
17;3109
18;3125
19;3108
20;3170
21;3047
22;3137
23;3110
24;3079
25;3068
26;3210
27;3141
28;3142
29;3161
30;3087
31;3137
32;3077
33;3123
34;3130
35;3132
36;3136
37;3149
38;3082
39;3079
40;3148
41;3158
42;3027
43;3099
44;3052
45;3130
46;3134
47;3111
48;3072
49;3144
50;3134
51;3095
52;3098
53;3070
54;3067
55;3082
56;3025
57;3111
58;3107
59;3154
60;3062
61;3080
62;3137
63;3098
64;3099
65;3097
66;3119
67;3052
68;3155
69;3067
70;3101
71;3099
72;3097
73;3137
74;3086
75;3117
76;3090
77;3139
78;1148
79;627
80;309
81;239
82;120
83;106
84;109
85;95
86;113
87;96
88;84
89;56
90;35
91;57
92;54
93;47
94;61
95;23
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;163085;54038;1;12625;6895509.105334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;87809;12990;0;13228;6795255.393333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;245700;13979;1;13979;6670082.792666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;631229;191407;1;13890;6683851.558002
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;356486;163573;1;12755;6873185.228668
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;751605;14042;1;14042;6659582.414666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;237683;93126;1;11602;7065774.577334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;73349;6241;1;6533;7911129.220667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;82930;13747;1;13798;6700250.851333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;66519;5610;1;6645;7892466.34
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;854331;148416;1;13864;6688442.837334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;58467;25941;1;7367;7772011.020667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;82860;13817;1;13852;6691250.431333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;98396;8906;1;9847;7358779.897333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;261328;14202;0;14024;6662581.454666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;141629;11839;1;12253;6957762.299333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;932505;264753;0;13831;6693244.815336
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;0;0;1;7172;7804666.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;288638;104728;0;14011;6664204.965334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;1033274;291734;1;13022;6827916.262669
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node20;0;976942;13959;0;13959;6673416.246
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node21;0;847688;5051;1;5051;8158136.360667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node22;0;461676;32964;1;12383;6935968.882667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node23;0;304438;145176;1;13935;6676628.944001
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node24;0;152406;69201;0;13937;6676751.460667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node25;0;550857;159152;0;14005;6664878.421335
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node26;0;38193;5137;1;6139;7976802.511333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node27;0;185143;92590;0;13993;6667277.793334
