Simulation Identification;sensor.SimpleWSNNode_Random64
Round;26
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;64
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8207561
Total Number of Sensed Events by the WSN;16533
Number of Sensed Events by the WSN per Day
1;182
2;189
3;188
4;172
5;214
6;209
7;206
8;187
9;179
10;193
11;186
12;198
13;188
14;197
15;197
16;207
17;166
18;197
19;190
20;165
21;183
22;189
23;206
24;184
25;192
26;194
27;211
28;195
29;171
30;208
31;185
32;176
33;163
34;173
35;185
36;185
37;200
38;182
39;193
40;195
41;193
42;162
43;177
44;182
45;181
46;186
47;190
48;204
49;183
50;187
51;181
52;207
53;194
54;189
55;171
56;180
57;197
58;212
59;175
60;203
61;194
62;179
63;202
64;199
65;180
66;174
67;190
68;199
69;210
70;205
71;177
72;177
73;184
74;198
75;172
76;186
77;160
78;193
79;190
80;180
81;186
82;156
83;156
84;127
85;129
86;102
87;126
88;143
89;113
90;53
91;58
92;72
93;29
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;0;0;1;13880;6686666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;0;0;1;14041;6659833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;0;0;1;8128;7645333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;0;0;1;14028;6662000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;0;0;1;14099;6650166.666666
