Simulation Identification;sensor.SimpleWSNNode_Random49
Round;10
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;49
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8707852
Total Number of Sensed Events by the WSN;52206
Number of Sensed Events by the WSN per Day
1;613
2;652
3;624
4;664
5;673
6;630
7;669
8;630
9;688
10;667
11;667
12;639
13;650
14;632
15;658
16;629
17;689
18;704
19;705
20;670
21;668
22;655
23;648
24;645
25;650
26;676
27;639
28;636
29;661
30;658
31;661
32;710
33;685
34;647
35;622
36;632
37;691
38;648
39;692
40;674
41;655
42;679
43;670
44;634
45;604
46;687
47;679
48;667
49;705
50;634
51;623
52;650
53;623
54;632
55;711
56;665
57;690
58;698
59;621
60;666
61;647
62;673
63;671
64;655
65;625
66;622
67;662
68;655
69;650
70;655
71;682
72;640
73;671
74;668
75;664
76;656
77;658
78;338
79;214
80;170
81;160
82;169
83;135
84;118
85;113
86;91
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;0;0;1;14023;6662833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;0;0;1;11863;7022833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;0;0;1;4290;8285000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;0;0;1;13319;6780166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;0;0;1;7919;7680166.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;153045;27708;0;13872;6687833.752
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;0;0;1;13868;6688666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;0;0;1;11488;7085333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;152934;41806;1;13875;6687249.164
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;0;0;1;13587;6735500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;0;0;1;13727;6712166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;0;0;1;14082;6653000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;106548;11174;1;11174;7137599.622667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;189429;83428;0;13916;6680166.098667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;0;0;1;13904;6682666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;0;0;1;14062;6656333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;0;0;1;4912;8181333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;108561;106907;1;9520;7412691.891334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;0;0;1;6188;7968666.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;0;0;1;8057;7657166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node20;0;216954;13959;0;13959;6673416.246
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node21;0;97460;13852;0;13868;6688583.554667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node22;0;0;0;1;13837;6693833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node23;0;0;0;1;9971;7338166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node24;0;0;0;1;13895;6684166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node25;0;0;0;1;12343;6942833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node26;0;0;0;1;12142;6976333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node27;0;0;0;1;8828;7528666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node28;0;0;0;1;5125;8145833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node29;0;27929;13998;1;13998;6666916.012
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node30;0;0;0;1;13969;6671833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node31;0;0;0;1;11611;7064833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node32;0;0;0;1;14043;6659500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node33;0;0;0;1;5459;8090166.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node34;0;0;0;1;5751;8041500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node35;0;0;0;1;8411;7598166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node36;0;0;0;1;1766;8705666.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node37;0;0;0;1;14263;6622833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node38;0;0;0;1;3551;8408166.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node39;0;0;0;1;13496;6750666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node40;0;0;0;0;13965;6672500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node41;0;0;0;1;3780;8370000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node42;0;69638;27946;1;13948;6675165.657333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node43;0;0;0;1;3736;8377333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node44;0;0;0;1;6071;7988166.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node45;0;0;0;1;10193;7301166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node46;0;0;0;0;14044;6659333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node47;0;0;0;1;6392;7934666.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node48;0;0;0;1;5785;8035833.333333
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;328149;0
