Simulation Identification;sensor.SimpleWSNNode_Random64
Round;8
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;64
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8807405
Total Number of Sensed Events by the WSN;229261
Number of Sensed Events by the WSN per Day
1;2954
2;2863
3;2906
4;2952
5;2895
6;2908
7;2924
8;2933
9;2908
10;2890
11;2966
12;2921
13;2943
14;2887
15;2965
16;2945
17;2956
18;2938
19;2936
20;3008
21;2954
22;3000
23;2929
24;2938
25;2938
26;2959
27;2968
28;2943
29;2966
30;2962
31;2924
32;2922
33;2982
34;2948
35;2941
36;2975
37;2906
38;2930
39;2901
40;2930
41;2956
42;2955
43;2980
44;2941
45;2846
46;2928
47;2894
48;2980
49;2948
50;2959
51;2988
52;2945
53;3004
54;2928
55;3021
56;2914
57;2963
58;3013
59;2892
60;2978
61;2964
62;2946
63;2975
64;2965
65;2977
66;2967
67;2933
68;2927
69;2901
70;2941
71;2932
72;2978
73;2952
74;2902
75;2931
76;2986
77;2980
78;452
79;188
80;196
81;217
82;178
83;109
84;114
85;117
86;114
87;115
88;114
89;114
90;125
91;112
92;105
93;75
94;42
95;44
96;26
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;174251;39366;1;13955;6673930.470667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;42343;10076;1;10885;7185772.877333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;444749;188611;1;13979;6669035.000668
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;775730;41355;1;13672;6721085.203333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;105414;10013;1;10846;7192273.255333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;135806;53447;1;13262;6789345.984667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;38896;20489;1;12850;6858210.399333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;786453;13995;1;14017;6663749.363333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;32843;4280;1;5240;8126640.986667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;1162317;527851;1;14008;6662166.227338
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;48019;4400;1;5344;8109306.933333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;139643;18722;1;8351;7608054.334667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;27638;13904;1;13904;6682583.242666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;262779;24122;0;14123;6646021.934667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;349343;60619;0;13960;6672969.619334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;395990;44016;1;13992;6667735.904
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;157651;45440;1;13819;6696560.693333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;53533;14056;1;14058;6656915.664
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;26362;13815;1;13870;6688250.443333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;90045;30044;1;8724;7545819.736
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node20;0;1361640;28159;0;14109;6648331.046
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node21;0;200211;10653;1;11365;7105769.415333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node22;0;785355;202465;0;14120;6645451.876668
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node23;0;39301;7396;1;8460;7589955.624
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node24;0;100074;6922;1;7973;7671125.134667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node25;0;0;0;1;2744;8542666.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node26;0;46693;9356;1;10272;7287943.864
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node27;0;674125;4498;1;4498;8250306.345333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node28;0;0;0;1;1215;8797500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node29;0;1335950;634392;0;14046;6655193.648006
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node30;0;20489;8012;1;9032;7494618.594667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node31;0;935053;421214;1;14023;6660306.049337
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node32;0;974896;53529;1;13937;6676845.492667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node33;0;630695;92645;1;13956;6673444.130001
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node34;0;786563;13885;1;13930;6678250.023333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node35;0;41355;47310;1;5955;8007216.140001
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node36;0;349239;28086;1;14053;6657664.817333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node37;0;151294;23216;1;13923;6679360.704
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node38;0;70393;26362;1;12890;6851508.494667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node39;0;65098;25447;1;13831;6694680.651333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node40;0;379222;14070;0;14070;6654915.58
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node41;0;162699;81371;1;13975;6670345.107334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node42;0;707738;674125;0;11574;7066955.250007
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node43;0;74820;9574;1;10472;7254609.222667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node44;0;234125;11491;1;12055;6990764.387333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node45;0;226088;11138;1;11770;7038266.505333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node46;0;54448;4512;1;5506;8082306.261333
