Simulation Identification;sensor.SimpleWSNNode_Random81
Round;10
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;81
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8748821
Total Number of Sensed Events by the WSN;253074
Number of Sensed Events by the WSN per Day
1;3190
2;3229
3;3214
4;3222
5;3263
6;3217
7;3224
8;3197
9;3236
10;3198
11;3304
12;3254
13;3186
14;3290
15;3201
16;3252
17;3229
18;3200
19;3277
20;3280
21;3155
22;3187
23;3128
24;3252
25;3209
26;3280
27;3243
28;3237
29;3261
30;3230
31;3245
32;3217
33;3208
34;3259
35;3211
36;3209
37;3205
38;3294
39;3263
40;3181
41;3227
42;3288
43;3251
44;3216
45;3184
46;3294
47;3194
48;3245
49;3237
50;3231
51;3231
52;3289
53;3210
54;3220
55;3207
56;3220
57;3192
58;3241
59;3222
60;3184
61;3194
62;3267
63;3257
64;3265
65;3207
66;3268
67;3244
68;3206
69;3230
70;3183
71;3194
72;3254
73;3260
74;3237
75;3281
76;3224
77;3244
78;669
79;615
80;446
81;412
82;343
83;331
84;336
85;346
86;340
87;213
88;71
89;77
90;76
91;64
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;1089078;544373;1;13864;6686067.095338
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;840951;9157;1;9157;7473778.391333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;668399;320209;1;14030;6659745.41267
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;1317204;571383;0;14166;6635571.702005
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;169809;23481;1;12946;6842192.447333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;63997;3381;1;4251;8291479.714
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;528645;222818;1;13953;6673163.092002
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;622911;13808;1;13893;6684417.152
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;80606;4191;1;3775;8370808.187333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;827132;701760;1;11850;7020789.440007
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;197916;28127;1;14059;6656664.571333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;344658;80380;1;13907;6681684.386667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;58734;9901;1;10722;7212940.594
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;584546;278227;0;13949;6673497.304669
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;1055823;498531;1;13954;6671342.147338
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;626492;306200;1;13988;6666829.466669
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;19981;1169;1;1528;8745326.319333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;967044;420886;1;13871;6685641.350671
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;50607;6450;1;7499;7750127.966667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;1110515;12921;1;13207;6798755.807333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node20;0;676093;13721;1;13824;6695917.674
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node21;0;160704;66546;1;14010;6664600.724
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node22;0;77743;5503;1;5885;8019133.648667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node23;0;1877656;67624;0;13987;6668427.589334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node24;0;1497788;667169;0;14065;6651830.31934
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node25;0;86147;9908;1;10144;7309273.885333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node26;0;562656;5829;1;6241;7959798.359333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node27;0;25096;11202;1;11824;7029266.121333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node28;0;1056713;12185;1;12653;6891093.556666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node29;0;68004;7343;1;8371;7604789.275333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node30;0;117398;14068;0;14068;6655248.925333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node31;0;107283;40363;1;12297;6950257.822
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node32;0;612120;14027;0;14041;6659749.171333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node33;0;91043;34997;1;13247;6791956.684667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node34;0;101709;9703;1;10538;7243608.448667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node35;0;103080;10066;1;10916;7180606.270667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node36;0;488166;58917;1;13916;6680313.164667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node37;0;306385;37934;1;8968;7505105.729333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node38;0;2027605;14118;0;14118;6646915.292
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node39;0;1196190;557889;1;14115;6644152.666005
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node40;0;919096;7452;1;6918;7846955.288
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node41;0;341873;106145;0;14033;6660529.796667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node42;0;525871;13911;1;13962;6672916.534
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node43;0;1577792;117954;1;11809;7031125.609334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node44;0;108773;52996;1;12335;6943848.690667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node45;0;578912;10183;1;10998;7166938.902
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node46;0;283234;63985;1;14050;6657949.423334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node47;0;342251;13821;0;13821;6696417.074
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node48;0;1671537;13103;0;13103;6816088.048667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node49;0;1540446;13908;1;13957;6673749.885333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node50;0;231699;6475;1;6794;7867627.816667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node51;0;87290;15790;1;9025;7495738.593333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node52;0;990048;13899;1;13952;6674583.272666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node53;0;57333;11302;1;11897;7017098.854667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node54;0;411184;13854;0;13920;6679916.876
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node55;0;312419;77122;0;9039;7493037.268
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node56;0;125468;61620;0;12336;6943630.28
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node57;0;569162;6034;1;7092;7817963.796
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node58;0;124127;25418;0;13745;6709014.158667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node59;0;57957;9166;1;10120;7313278.337333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node60;0;643476;13972;1;14005;6665749.501333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node61;0;337417;75676;1;14064;6655545.944
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node62;0;227317;9853;0;9853;7357774.215333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node63;0;147929;12111;1;12296;6950594.000667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node64;0;974579;14029;1;14048;6658582.492667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node65;0;76374;4726;1;5744;8042638.310667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node66;0;50613;6444;1;7510;7748294.669333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node67;0;135450;12196;1;12608;6898593.490667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node68;0;42787;7766;1;8779;7536786.737333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node69;0;93032;10517;1;10730;7211603.564667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node70;0;91260;10651;1;11349;7108436.094
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node71;0;68009;6712;1;7752;7707959.728
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node72;0;146425;13143;0;13143;6809421.142
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node73;0;351300;25096;0;13951;6674682.757333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node74;0;998579;11402;1;12015;6997431.588
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node75;0;57285;13722;0;13822;6696251.001333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node76;0;1045945;10032;1;10895;7184106.474666
