Simulation Identification;sensor.SimpleWSNNode_Random49
Round;0
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;49
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8633258
Total Number of Sensed Events by the WSN;93684
Number of Sensed Events by the WSN per Day
1;1239
2;1191
3;1228
4;1165
5;1186
6;1139
7;1173
8;1138
9;1152
10;1200
11;1222
12;1151
13;1178
14;1150
15;1089
16;1187
17;1180
18;1159
19;1190
20;1198
21;1134
22;1189
23;1179
24;1249
25;1202
26;1176
27;1191
28;1155
29;1185
30;1177
31;1193
32;1204
33;1191
34;1237
35;1184
36;1174
37;1163
38;1196
39;1200
40;1232
41;1155
42;1177
43;1124
44;1206
45;1196
46;1227
47;1200
48;1163
49;1174
50;1173
51;1209
52;1191
53;1218
54;1191
55;1191
56;1180
57;1219
58;1175
59;1203
60;1276
61;1177
62;1177
63;1199
64;1195
65;1135
66;1212
67;1206
68;1194
69;1167
70;1189
71;1225
72;1205
73;1183
74;1171
75;1149
76;1207
77;1192
78;499
79;253
80;122
81;156
82;148
83;152
84;145
85;175
86;180
87;155
88;141
89;113
90;76
91;12
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;208746;41663;0;13972;6671083.355333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;27692;13819;1;13858;6690250.419333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;0;0;1;11064;7156000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;0;0;1;8732;7544666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;213404;84679;1;9230;7461158.592667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;0;0;1;12642;6893000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;98227;48444;1;12872;6854376.002667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;0;0;1;14046;6659000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;0;0;1;9626;7395666.666666
