Simulation Identification;sensor.SimpleWSNNode_Random49
Round;26
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;49
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8290926
Total Number of Sensed Events by the WSN;0
Number of Sensed Events by the WSN per Day
1;0
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;0;0;1;7862;7689666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;0;0;1;13834;6694333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;0;0;1;10613;7231166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;0;0;1;14042;6659666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;0;0;1;10292;7284666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;0;0;1;12525;6912500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;0;0;1;14002;6666333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;0;0;0;13966;6672333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;0;0;1;13886;6685666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;0;0;1;4781;8203166.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;0;0;1;13916;6680666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;0;0;1;13588;6735333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;0;0;1;4299;8283500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;0;0;1;12369;6938500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;0;0;1;13026;6829000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;0;0;1;4263;8289500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;0;0;1;14073;6654500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;0;0;1;12551;6908166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;0;0;1;5228;8128666.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;0;0;1;12558;6907000
