Simulation Identification;sensor.SimpleWSNNode_Random64
Round;10
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;64
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8257827
Total Number of Sensed Events by the WSN;96146
Number of Sensed Events by the WSN per Day
1;1215
2;1224
3;1217
4;1243
5;1211
6;1203
7;1226
8;1235
9;1189
10;1237
11;1257
12;1253
13;1158
14;1180
15;1172
16;1272
17;1236
18;1194
19;1183
20;1230
21;1254
22;1261
23;1220
24;1242
25;1230
26;1207
27;1265
28;1198
29;1219
30;1202
31;1207
32;1233
33;1249
34;1227
35;1190
36;1208
37;1226
38;1191
39;1203
40;1261
41;1218
42;1190
43;1195
44;1205
45;1223
46;1196
47;1199
48;1186
49;1216
50;1259
51;1215
52;1263
53;1240
54;1203
55;1215
56;1169
57;1179
58;1300
59;1181
60;1224
61;1245
62;1213
63;1233
64;1219
65;1205
66;1218
67;1236
68;1213
69;1254
70;1192
71;1219
72;1286
73;1256
74;1222
75;1224
76;1260
77;1265
78;266
79;202
80;205
81;191
82;181
83;208
84;162
85;180
86;110
87;71
88;78
89;50
90;71
91;87
92;20
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;0;0;1;6119;7980166.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;167709;44427;1;13490;6751400.104667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;290015;6656;1;6656;7890626.730667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;0;0;1;11719;7046833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;0;0;1;7072;7821333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;0;0;1;13436;6760666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;0;0;1;13911;6681500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;511850;248391;0;14019;6662009.654002
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;0;0;1;4923;8179500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;0;0;1;13990;6668333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;468721;28038;0;14038;6660165.105333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;0;0;1;6073;7987833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;0;0;1;6526;7912333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;0;0;1;13908;6682000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;0;0;1;13964;6672666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;317916;41669;1;14067;6655249.986
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;0;0;1;4477;8253833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;287310;50074;1;14013;6664199.556
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;0;0;1;6068;7988666.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;69469;13827;0;13875;6687417.038
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node20;0;283439;259897;0;11506;7080773.951336
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node21;0;0;0;1;4569;8238500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node22;0;0;0;0;13993;6667833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node23;0;533721;10481;0;10481;7253103.780667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node24;0;69498;13798;1;13853;6691083.878666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node25;0;0;0;1;13897;6683833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node26;0;63333;31130;1;12677;6886979.886667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node27;0;0;0;1;11329;7111833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node28;0;231119;22052;1;14027;6662034.354667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node29;0;180748;14043;1;14054;6657582.408666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node30;0;0;0;1;4950;8175000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node31;0;0;0;1;8151;7641500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node32;0;181025;14024;1;14035;6660749.189333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node33;0;0;0;1;6944;7842666.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node34;0;0;0;0;13992;6668000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node35;0;0;0;1;13925;6679166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node36;0;0;0;0;13975;6670833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node37;0;534921;9715;1;9715;7380775.043333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node38;0;337358;72430;1;14003;6665732.086667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node39;0;0;0;0;14036;6660666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node40;0;97332;14002;1;13991;6668082.654667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node41;0;0;0;1;9425;7429166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node42;0;331718;13953;1;13983;6669416.282
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node43;0;0;0;1;13898;6683666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node44;0;395382;14120;0;14120;6646581.946666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node45;0;0;0;1;13952;6674666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node46;0;0;0;1;14001;6666500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node47;0;0;0;1;11943;7009500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node48;0;0;0;1;12929;6845166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node49;0;0;0;0;13908;6682000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node50;0;42558;7478;1;8561;7573121.798667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node51;0;286254;9922;0;9922;7346273.801333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node52;0;0;0;1;10910;7181666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node53;0;0;0;1;7611;7731500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node54;0;426888;164665;0;14088;6651012.010001
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node55;0;0;0;1;9798;7367000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node56;0;0;0;0;13857;6690500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node57;0;0;0;1;10691;7218166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node58;0;0;0;1;13972;6671333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node59;0;0;0;1;13874;6687666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node60;0;36095;8048;1;9083;7486118.378667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node61;0;38608;11428;1;12047;6992098.098667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node62;0;0;0;1;5787;8035500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node63;0;0;0;1;14080;6653333.333333
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;311429;0
