Simulation Identification;sensor.SimpleWSNNode_Random81
Round;24
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;81
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8709202
Total Number of Sensed Events by the WSN;4506
Number of Sensed Events by the WSN per Day
1;38
2;57
3;46
4;59
5;39
6;39
7;38
8;47
9;39
10;59
11;41
12;61
13;46
14;46
15;52
16;49
17;42
18;42
19;46
20;39
21;39
22;50
23;50
24;41
25;48
26;49
27;54
28;47
29;48
30;46
31;31
32;55
33;38
34;44
35;48
36;52
37;51
38;48
39;40
40;50
41;58
42;41
43;55
44;39
45;38
46;43
47;55
48;48
49;44
50;56
51;48
52;53
53;66
54;43
55;52
56;43
57;50
58;57
59;40
60;50
61;53
62;50
63;55
64;47
65;44
66;33
67;40
68;52
69;52
70;46
71;60
72;52
73;56
74;58
75;41
76;51
77;48
78;55
79;38
80;44
81;56
82;49
83;38
84;53
85;47
86;35
87;40
88;52
89;52
90;38
91;39
92;50
93;49
94;42
95;40
96;18
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;0;0;1;12229;6961833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;0;0;1;4415;8264166.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;0;0;1;14047;6658833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;0;0;1;14094;6651000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;0;0;1;14000;6666666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;0;0;1;7857;7690500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;0;0;1;13856;6690666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;0;0;0;13952;6674666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;0;0;1;12120;6980000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;0;0;1;14036;6660666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;0;0;1;8605;7565833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;0;0;1;5280;8120000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;0;0;1;14028;6662000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;0;0;0;13952;6674666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;0;0;1;7910;7681666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;0;0;1;14033;6661166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;0;0;1;13864;6689333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;0;0;1;14021;6663166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;0;0;1;13914;6681000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;0;0;1;14031;6661500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node20;0;0;0;1;9815;7364166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node21;0;0;0;1;8310;7615000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node22;0;0;0;1;5743;8042833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node23;0;0;0;1;4607;8232166.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node24;0;0;0;1;12123;6979500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node25;0;0;0;1;13116;6814000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node26;0;0;0;0;14007;6665500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node27;0;0;0;1;13971;6671500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node28;0;0;0;1;13104;6816000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node29;0;0;0;1;4025;8329166.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node30;0;0;0;1;14144;6642666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node31;0;0;0;1;14046;6659000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node32;0;0;0;1;13447;6758833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node33;0;0;0;1;13877;6687166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node34;0;0;0;1;13838;6693666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node35;0;0;0;1;6421;7929833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node36;0;0;0;1;14007;6665500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node37;0;0;0;1;13904;6682666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node38;0;0;0;1;12837;6860500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node39;0;0;0;1;14034;6661000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node40;0;0;0;1;4814;8197666.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node41;0;0;0;1;10961;7173166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node42;0;0;0;1;13943;6676166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node43;0;0;0;1;7994;7667666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node44;0;0;0;1;11570;7071666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node45;0;0;0;1;13950;6675000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node46;0;0;0;1;8384;7602666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node47;0;0;0;1;8764;7539333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node48;0;0;0;1;8565;7572500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node49;0;0;0;1;13679;6720166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node50;0;0;0;1;13978;6670333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node51;0;0;0;1;13982;6669666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node52;0;0;0;1;14016;6664000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node53;0;0;0;1;10218;7297000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node54;0;0;0;1;13938;6677000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node55;0;0;0;1;13946;6675666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node56;0;0;0;1;8237;7627166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node57;0;0;0;1;13817;6697166.666666
