Simulation Identification;sensor.SimpleWSNNode_Random49
Round;9
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;49
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8410838
Total Number of Sensed Events by the WSN;0
Number of Sensed Events by the WSN per Day
1;0
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;0;0;1;3560;8406666.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;0;0;0;14045;6659166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;0;0;1;13196;6800666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;0;0;1;9630;7395000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;0;0;1;14046;6659000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;0;0;1;12748;6875333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;0;0;1;14061;6656500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;0;0;1;13837;6693833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;0;0;1;14076;6654000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;0;0;1;13622;6729666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;0;0;1;13913;6681166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;0;0;1;13576;6737333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;0;0;1;13819;6696833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;0;0;1;13867;6688833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;0;0;1;13166;6805666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;0;0;1;13940;6676666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;0;0;1;9026;7495666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;0;0;1;11715;7047500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;0;0;1;13895;6684166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;0;0;1;13767;6705500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node20;0;0;0;1;14034;6661000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node21;0;0;0;1;11500;7083333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node22;0;0;0;1;13846;6692333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node23;0;0;0;1;13488;6752000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node24;0;0;0;1;13886;6685666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node25;0;0;0;1;6340;7943333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node26;0;0;0;1;14010;6665000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node27;0;0;0;1;14027;6662166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node28;0;0;0;1;7532;7744666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node29;0;0;0;1;14118;6647000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node30;0;0;0;1;8418;7597000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node31;0;0;0;1;13891;6684833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node32;0;0;0;1;11787;7035500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node33;0;0;0;1;13565;6739166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node34;0;0;0;1;13935;6677500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node35;0;0;0;1;13535;6744166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node36;0;0;0;1;14065;6655833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node37;0;0;0;1;13893;6684500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node38;0;0;0;1;12201;6966500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node39;0;0;0;1;13248;6792000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node40;0;0;0;1;6775;7870833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node41;0;0;0;0;13085;6819166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node42;0;0;0;1;13962;6673000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node43;0;0;0;1;14062;6656333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node44;0;0;0;1;13906;6682333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node45;0;0;0;1;8238;7627000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node46;0;0;0;1;4388;8268666.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node47;0;0;0;1;13630;6728333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node48;0;0;0;1;8119;7646833.333333
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;315676;0
