Simulation Identification;sensor.SimpleWSNNode_Random49
Round;15
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;49
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8263193
Total Number of Sensed Events by the WSN;148276
Number of Sensed Events by the WSN per Day
1;1929
2;1885
3;1910
4;1851
5;1880
6;1962
7;1854
8;1937
9;1868
10;1887
11;1910
12;1925
13;1926
14;1908
15;1856
16;1902
17;1780
18;1893
19;1900
20;1937
21;1898
22;1851
23;1865
24;1900
25;1867
26;1904
27;1938
28;1945
29;1906
30;1908
31;1924
32;1911
33;1914
34;1984
35;1911
36;1879
37;1843
38;1858
39;1919
40;2011
41;1970
42;1954
43;1933
44;1949
45;1896
46;1914
47;1897
48;1943
49;1897
50;1895
51;1960
52;1857
53;1857
54;1965
55;1917
56;1919
57;1925
58;1913
59;1947
60;1951
61;1914
62;1918
63;1885
64;1925
65;1929
66;1904
67;1862
68;1910
69;1896
70;1887
71;1882
72;1902
73;1897
74;1890
75;1923
76;1945
77;1896
78;227
79;125
80;172
81;146
82;74
83;77
84;66
85;91
86;62
87;69
88;64
89;82
90;76
91;76
92;9
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;55654;13957;1;13973;6671082.924666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;0;0;1;13959;6673500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;0;0;1;4698;8217000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;33563;3734;1;4650;8224977.596
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;31592;5705;1;6789;7868465.77
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;113802;9984;1;10801;7199773.429333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;0;0;1;14117;6647166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;394975;14083;1;14086;6652248.835333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;154661;24055;1;11503;7082689.003333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;170696;43594;1;13936;6677071.769333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;55645;13966;1;13982;6669582.870666
