Simulation Identification;sensor.SimpleWSNNode_Random49
Round;4
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;49
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8579658
Total Number of Sensed Events by the WSN;0
Number of Sensed Events by the WSN per Day
1;0
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;0;0;1;13817;6697166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;0;0;1;12553;6907833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;0;0;1;8365;7605833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;0;0;0;13904;6682666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;0;0;1;11421;7096500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;0;0;1;14027;6662166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;0;0;1;11417;7097166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;0;0;1;13956;6674000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;0;0;1;9801;7366500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;0;0;1;4272;8288000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;0;0;1;2593;8567833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;0;0;1;9739;7376833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;0;0;1;13987;6668833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;0;0;1;8947;7508833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;0;0;1;13965;6672500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;0;0;1;4945;8175833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;0;0;1;7078;7820333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;0;0;1;12399;6933500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;0;0;1;8593;7567833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;0;0;1;13529;6745166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node20;0;0;0;1;14041;6659833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node21;0;0;0;1;4921;8179833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node22;0;0;0;1;10484;7252666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node23;0;0;0;1;9840;7360000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node24;0;0;0;1;13906;6682333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node25;0;0;0;0;13988;6668666.666666
