Simulation Identification;sensor.SimpleWSNNode_Random64
Round;9
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;64
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8520101
Total Number of Sensed Events by the WSN;195148
Number of Sensed Events by the WSN per Day
1;2482
2;2470
3;2570
4;2545
5;2457
6;2571
7;2480
8;2510
9;2499
10;2469
11;2530
12;2444
13;2580
14;2526
15;2572
16;2521
17;2510
18;2484
19;2489
20;2449
21;2501
22;2540
23;2512
24;2488
25;2509
26;2510
27;2532
28;2574
29;2514
30;2577
31;2533
32;2462
33;2485
34;2511
35;2491
36;2520
37;2512
38;2502
39;2526
40;2511
41;2521
42;2524
43;2514
44;2472
45;2542
46;2564
47;2538
48;2559
49;2501
50;2522
51;2535
52;2504
53;2518
54;2473
55;2535
56;2517
57;2541
58;2486
59;2497
60;2536
61;2569
62;2526
63;2565
64;2531
65;2504
66;2572
67;2505
68;2465
69;2506
70;2489
71;2447
72;2458
73;2566
74;2543
75;2529
76;2488
77;2229
78;344
79;177
80;161
81;168
82;186
83;139
84;72
85;73
86;76
87;74
88;58
89;57
90;81
91;62
92;61
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;55492;27771;1;13939;6676666.707333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;812027;14065;0;14065;6655748.943333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;120909;14911;1;8417;7597077.200667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;111522;55745;1;13955;6673832.196667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;0;0;1;14039;6660166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;0;0;1;5495;8084166.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;881942;14019;1;14019;6663415.886
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;292713;74888;1;12258;6956550.672
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;22572;5588;1;6680;7886633.138667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;976262;420153;0;13959;6670979.082004
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;567138;285890;0;14169;6636784.660003
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;0;0;1;12802;6866333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;473351;229784;1;14066;6654287.962669
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;784315;350110;1;14003;6664066.00667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;127624;8196;1;9214;7464284.157333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;543493;271727;1;14132;6643036.304669
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;613963;4543;1;5468;8088639.408667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;0;0;1;13038;6827000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;355354;12247;1;12675;6887426.518
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;1018227;69729;1;13984;6668914.959334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node20;0;317265;17387;1;9797;7367062.344667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node21;0;0;0;1;14056;6657333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node22;0;361856;158327;0;12670;6887383.371335
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node23;0;165882;63166;1;11246;7125287.670667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node24;0;0;0;1;6197;7967166.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node25;0;347460;5525;1;6550;7908300.183333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node26;0;23720;4440;1;5437;8093806.693333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node27;0;0;0;1;7820;7696666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node28;0;515430;243684;1;13969;6670371.229335
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node29;0;66757;11621;1;7557;7740430.274
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node30;0;495635;501057;1;11175;7134493.658005
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node31;0;273233;41586;1;13916;6680417.150667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node32;0;0;0;1;10828;7195333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node33;0;70274;18132;1;9159;7473391.208
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node34;0;39934;2276;1;2896;8517319.677333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node35;0;137020;8637;1;5887;8018781.511333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node36;0;27771;13906;1;13982;6669583.230666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node37;0;431603;215748;1;13991;6666872.178669
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node38;0;29753;5133;1;6158;7973635.868667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node39;0;27972;14053;0;14053;6657749.015333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node40;0;745195;13919;1;13980;6669916.486
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node41;0;245501;43492;1;13846;6692072.381333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node42;0;0;0;0;14067;6655500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node43;0;0;0;0;14055;6657500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node44;0;0;0;1;7575;7737500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node45;0;0;0;1;6761;7873166.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node46;0;128011;7809;1;8857;7523786.479333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node47;0;532019;28001;0;13955;6673998.660667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node48;0;597586;295457;1;10401;7264727.258003
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node49;0;647460;307153;1;8156;7638823.748671
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node50;0;54964;3744;1;4636;8227310.869333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node51;0;0;0;1;8506;7582333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node52;0;674141;336107;1;12516;6911983.358003
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node53;0;0;0;1;10900;7183333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node54;0;125683;7861;1;8895;7517452.834
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node55;0;659165;5516;1;6542;7909633.570667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node56;0;0;0;1;11324;7112666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node57;0;83581;13957;1;13961;6673082.924666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node58;0;110580;13946;1;14009;6665082.990667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node59;0;83667;13871;1;13904;6682583.440667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node60;0;658844;5837;1;6886;7852298.311333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node61;0;44797;5274;1;6301;7949801.689333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node62;0;83573;13965;1;13967;6672082.876667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node63;0;501057;6398;1;6398;7933628.278667
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;321175;0
