Simulation Identification;sensor.SimpleWSNNode_Random81
Round;21
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;81
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8673011
Total Number of Sensed Events by the WSN;16482
Number of Sensed Events by the WSN per Day
1;183
2;207
3;179
4;205
5;174
6;183
7;197
8;191
9;191
10;206
11;171
12;176
13;203
14;209
15;175
16;196
17;188
18;189
19;192
20;200
21;190
22;186
23;211
24;183
25;191
26;176
27;205
28;204
29;178
30;190
31;201
32;196
33;216
34;203
35;200
36;201
37;206
38;190
39;182
40;185
41;191
42;193
43;176
44;192
45;206
46;175
47;203
48;194
49;201
50;189
51;191
52;178
53;192
54;211
55;192
56;184
57;229
58;190
59;186
60;191
61;208
62;171
63;194
64;182
65;148
66;210
67;202
68;196
69;196
70;185
71;192
72;196
73;188
74;193
75;195
76;185
77;250
78;203
79;215
80;189
81;189
82;207
83;199
84;184
85;159
86;73
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;16229;10983;1;10983;7169434.102
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;0;0;1;12332;6944666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;0;0;1;13947;6675500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;0;0;1;10388;7268666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;0;0;1;14183;6636166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;0;0;1;14136;6644000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;0;0;1;13984;6669333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;0;0;1;13978;6670333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;0;0;1;11138;7143666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;0;0;1;6445;7925833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;0;0;1;10957;7173833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;0;0;1;8915;7514166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;0;0;1;9410;7431666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;0;0;1;13717;6713833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;0;0;1;12143;6976166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;0;0;1;13795;6700833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;0;0;0;14073;6654500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;0;0;1;14092;6651333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;0;0;1;14170;6638333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;0;0;0;13941;6676500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node20;0;0;0;1;14127;6645500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node21;0;0;0;1;9576;7404000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node22;0;0;0;1;14080;6653333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node23;0;0;0;1;8182;7636333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node24;0;0;0;1;9185;7469166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node25;0;0;0;1;5616;8064000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node26;0;0;0;1;14066;6655666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node27;0;0;0;1;14029;6661833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node28;0;0;0;1;6412;7931333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node29;0;0;0;1;13934;6677666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node30;0;0;0;1;11536;7077333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node31;0;0;0;1;10310;7281666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node32;0;0;0;1;7440;7760000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node33;0;0;0;1;12942;6843000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node34;0;0;0;1;5387;8102166.666667
