Simulation Identification;sensor.SimpleWSNNode_Random64
Round;0
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;64
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8767746
Total Number of Sensed Events by the WSN;153215
Number of Sensed Events by the WSN per Day
1;1892
2;1925
3;1930
4;1927
5;1941
6;2008
7;1961
8;1913
9;1896
10;1976
11;1964
12;1921
13;1920
14;1953
15;1909
16;1930
17;1907
18;1926
19;1905
20;2037
21;1967
22;1904
23;1851
24;1925
25;1959
26;1958
27;1920
28;1963
29;1950
30;1953
31;1978
32;1896
33;1946
34;2028
35;1881
36;1962
37;1943
38;1918
39;1937
40;1902
41;1954
42;1997
43;1952
44;1911
45;1959
46;1945
47;1925
48;1933
49;1959
50;1928
51;1943
52;1908
53;1921
54;1885
55;1934
56;1930
57;1910
58;1968
59;1957
60;1897
61;1955
62;1945
63;1941
64;1911
65;1907
66;1988
67;1893
68;1951
69;1867
70;1898
71;1938
72;1945
73;1908
74;1942
75;1941
76;1924
77;1980
78;819
79;406
80;319
81;277
82;283
83;292
84;273
85;283
86;251
87;231
88;185
89;131
90;104
91;80
92;64
93;75
94;64
95;46
96;0
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;0;0;1;12725;6879166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;0;0;1;6266;7955666.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;232371;16213;1;12980;6836569.388667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;510197;14016;1;14016;6663915.904
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;460401;425479;1;11533;7075280.459337
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;690254;162690;0;14016;6663023.860001
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;25428;3525;1;4335;8277478.85
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;0;0;1;13909;6681833.333333
