Simulation Identification;sensor.SimpleWSNNode_Random100
Round;3
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;100
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8378047
Total Number of Sensed Events by the WSN;233434
Number of Sensed Events by the WSN per Day
1;2931
2;2941
3;2973
4;2938
5;2955
6;2951
7;2966
8;2975
9;2924
10;2933
11;2975
12;2950
13;2990
14;3039
15;2965
16;2950
17;2977
18;2980
19;2922
20;2914
21;2942
22;2932
23;2941
24;2961
25;2938
26;2972
27;2934
28;2973
29;2913
30;2945
31;2994
32;2995
33;2949
34;2977
35;2952
36;2917
37;2945
38;2910
39;3046
40;2987
41;2964
42;2970
43;2969
44;3023
45;2953
46;2992
47;2934
48;3031
49;2965
50;2975
51;2916
52;2961
53;2932
54;2983
55;2973
56;2887
57;2933
58;2976
59;2896
60;2927
61;2956
62;2957
63;2941
64;2964
65;2974
66;2985
67;2958
68;2909
69;2939
70;2926
71;2974
72;2915
73;3053
74;2933
75;2950
76;2978
77;3001
78;1462
79;751
80;762
81;732
82;303
83;214
84;173
85;133
86;114
87;115
88;122
89;145
90;133
91;125
92;115
93;114
94;115
95;61
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;349952;14278;1;13869;6688414.332
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;289844;128861;0;12462;6922226.834001
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;260863;37510;0;14103;6649274.94
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;516449;42254;0;13997;6666913.142667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;277532;54654;0;14057;6656838.742667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;0;0;1;5525;8079166.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;270501;24225;1;13299;6783354.65
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;335970;14195;0;14195;6634081.496667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;209836;17028;0;11811;7031397.832
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;0;0;1;4568;8238666.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;461797;91194;0;14073;6653952.836001
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;1515650;683133;0;14043;6655401.202007
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;579639;14038;1;14038;6660249.105333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;817428;223547;1;13894;6682992.051335
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;0;0;1;11363;7106166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;26521;12629;1;12959;6840090.892667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;788169;167677;0;13929;6677493.938001
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;125079;9353;1;10178;7303610.548667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;705578;13969;0;13969;6671749.519333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;306234;14151;1;14151;6641415.094
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node20;0;214354;96313;1;11376;7103422.122001
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node21;0;71223;4315;1;5275;8120807.443333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node22;0;251511;11959;1;11993;7001094.912667
