Simulation Identification;sensor.SimpleWSNNode_Random49
Round;20
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;49
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8291117
Total Number of Sensed Events by the WSN;55454
Number of Sensed Events by the WSN per Day
1;693
2;710
3;719
4;727
5;709
6;700
7;694
8;695
9;737
10;729
11;705
12;679
13;716
14;637
15;712
16;728
17;695
18;726
19;748
20;664
21;705
22;699
23;715
24;705
25;703
26;685
27;712
28;660
29;686
30;698
31;694
32;691
33;744
34;752
35;719
36;656
37;693
38;690
39;723
40;683
41;672
42;721
43;680
44;702
45;702
46;658
47;666
48;689
49;703
50;705
51;641
52;716
53;759
54;695
55;716
56;714
57;752
58;644
59;691
60;692
61;705
62;712
63;685
64;725
65;708
66;679
67;733
68;698
69;695
70;714
71;675
72;660
73;692
74;673
75;734
76;710
77;652
78;148
79;169
80;175
81;186
82;147
83;149
84;136
85;124
86;115
87;115
88;86
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;0;0;1;14046;6659000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;144448;3902;1;4255;8290809.921333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;0;0;1;9313;7447833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;0;0;1;13077;6820500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;0;0;1;14008;6665333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;0;0;1;8643;7559500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;0;0;1;6340;7943333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;0;0;1;13948;6675333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;125961;28271;1;14131;6644663.707333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;0;0;1;13844;6692666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;0;0;1;13830;6695000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;0;0;1;14112;6648000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;55185;13788;1;13873;6687750.605333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;0;0;1;13877;6687166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;0;0;1;4601;8233166.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;0;0;1;12874;6854333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;0;0;1;8969;7505166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;0;0;1;6454;7924333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;0;0;1;13977;6670500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;0;0;0;14027;6662166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node20;0;0;0;1;10256;7290666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node21;0;0;0;1;14072;6654666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node22;0;0;0;1;14021;6663166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node23;0;140874;7476;1;7617;7730455.144
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node24;0;55195;13778;0;13868;6688583.998666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node25;0;0;0;1;13919;6680166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node26;0;0;0;1;5278;8120333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node27;0;121198;123357;1;10319;7279426.524668
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node28;0;139219;9131;1;8490;7584945.214
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node29;0;0;0;1;12756;6874000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node30;0;42271;14141;1;14141;6643081.820667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node31;0;0;0;1;7804;7699333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node32;0;0;0;1;6688;7885333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node33;0;0;0;1;8989;7501833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node34;0;181636;14003;1;14032;6661249.315333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node35;0;0;0;1;14012;6664666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node36;0;0;0;1;8408;7598666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node37;0;0;0;1;8684;7552666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node38;0;0;0;1;14037;6660500
