Simulation Identification;sensor.SimpleWSNNode_Random100
Round;21
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;100
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8714217
Total Number of Sensed Events by the WSN;241992
Number of Sensed Events by the WSN per Day
1;3082
2;3077
3;3069
4;3093
5;3050
6;3139
7;3096
8;3026
9;3053
10;3088
11;3115
12;3109
13;3080
14;3022
15;3100
16;3071
17;3049
18;3097
19;3123
20;3086
21;3119
22;3089
23;3098
24;3069
25;3064
26;3115
27;3039
28;3111
29;3101
30;3111
31;3067
32;3069
33;3130
34;3076
35;3052
36;3019
37;3100
38;3088
39;3074
40;3069
41;3096
42;3087
43;3160
44;3108
45;3063
46;3080
47;3054
48;3057
49;3132
50;3119
51;3057
52;3123
53;3138
54;3064
55;3070
56;3036
57;3071
58;3153
59;3100
60;3060
61;3088
62;3119
63;3108
64;3134
65;3083
66;3149
67;3014
68;3102
69;3061
70;3119
71;3084
72;3068
73;3098
74;3107
75;3069
76;3105
77;3058
78;701
79;551
80;542
81;554
82;562
83;532
84;437
85;114
86;102
87;99
88;91
89;28
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;927651;174836;0;13967;6671117.650668
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;132970;17010;1;10516;7247231.273333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;60601;4280;0;5197;8133807.653333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;388910;42783;1;10170;7304743.302
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;692390;151726;0;13999;6665922.977335
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;793818;55769;1;13989;6668165.386
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;221872;54870;1;14029;6661504.113334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;94215;10628;1;11308;7115269.565333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;331747;129502;1;11710;7047556.321334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;888034;374268;0;14040;6657754.392003
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;52156;11014;1;11642;7059600.582667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;109763;28585;1;12911;6847995.156667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;58833;6048;1;7078;7820297.045333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;846034;13918;0;13962;6672916.492
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;0;0;1;10957;7173833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;225539;59749;1;14004;6665641.506
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;201738;12122;1;12122;6979593.934667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;130872;32043;1;12343;6942641.075333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;79741;32694;1;9376;7437137.169333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;41871;13865;1;13903;6682750.143333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node20;0;319542;96991;1;14027;6661584.720667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node21;0;1624890;430465;0;14054;6655083.876671
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node22;0;1041439;803567;1;9373;7433011.931342
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node23;0;118077;9643;1;10469;7255108.808667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node24;0;212392;13659;1;13589;6735084.712666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node25;0;263055;13607;1;13719;6713418.358
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node26;0;42115;7697;1;8711;7548120.484667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node27;0;154312;56457;1;13545;6742161.258
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node28;0;480436;13975;1;13999;6666749.483333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node29;0;925528;14133;0;14120;6646581.868666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node30;0;264088;68142;1;12241;6959424.481334
