Simulation Identification;sensor.SimpleWSNNode_Random49
Round;14
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;49
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8751624
Total Number of Sensed Events by the WSN;9391
Number of Sensed Events by the WSN per Day
1;145
2;83
3;109
4;111
5;116
6;121
7;120
8;116
9;116
10;113
11;122
12;114
13;121
14;105
15;116
16;103
17;111
18;114
19;105
20;102
21;113
22;99
23;105
24;111
25;119
26;95
27;94
28;113
29;116
30;114
31;114
32;98
33;111
34;115
35;122
36;89
37;100
38;114
39;106
40;98
41;126
42;105
43;116
44;129
45;107
46;99
47;104
48;129
49;95
50;102
51;103
52;119
53;92
54;113
55;121
56;85
57;111
58;114
59;117
60;122
61;92
62;107
63;107
64;105
65;125
66;88
67;110
68;117
69;104
70;110
71;91
72;114
73;107
74;95
75;122
76;105
77;90
78;102
79;123
80;92
81;115
82;106
83;108
84;118
85;114
86;104
87;2
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;0;0;1;13979;6670166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;0;0;1;14057;6657166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;0;0;1;13928;6678666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;0;0;1;8472;7588000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;0;0;1;13989;6668500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;0;0;1;14047;6658833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;0;0;1;12144;6976000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;0;0;1;13860;6690000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;0;0;1;13934;6677666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;0;0;1;14014;6664333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;0;0;1;11106;7149000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;0;0;1;5065;8155833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;0;0;1;7999;7666833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;0;0;1;13921;6679833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;0;0;1;14083;6652833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;0;0;1;7372;7771333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;0;0;1;13915;6680833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;0;0;1;13287;6785500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;0;0;1;13849;6691833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;0;0;1;14107;6648833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node20;0;0;0;1;9324;7446000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node21;0;0;0;1;14119;6646833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node22;0;0;0;1;10420;7263333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node23;0;0;0;1;11889;7018500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node24;0;0;0;1;13790;6701666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node25;0;0;0;1;14054;6657666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node26;0;0;0;1;11118;7147000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node27;0;0;0;0;13961;6673166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node28;0;0;0;1;7481;7753166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node29;0;0;0;1;10795;7200833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node30;0;0;0;1;9784;7369333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node31;0;0;0;1;13621;6729833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node32;0;0;0;1;13970;6671666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node33;0;0;0;1;13949;6675166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node34;0;0;0;1;13964;6672666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node35;0;0;0;1;6499;7916833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node36;0;0;0;0;14057;6657166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node37;0;0;9391;1;9391;7434776.987333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node38;0;0;0;1;8132;7644666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node39;0;0;0;1;10498;7250333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node40;0;0;0;1;14038;6660333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node41;0;0;0;1;9867;7355500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node42;0;0;0;1;13920;6680000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node43;0;0;0;1;9315;7447500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node44;0;0;0;1;13943;6676166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node45;0;0;0;1;1512;8748000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node46;0;0;0;1;14024;6662666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node47;0;0;0;1;13878;6687000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node48;0;0;0;1;13900;6683333.333333
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;329465;0
