Simulation Identification;sensor.SimpleWSNNode_Random81
Round;28
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;81
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8388968
Total Number of Sensed Events by the WSN;245708
Number of Sensed Events by the WSN per Day
1;3116
2;3152
3;3196
4;3163
5;3174
6;3143
7;3183
8;3121
9;3160
10;3170
11;3152
12;3107
13;3205
14;3131
15;3169
16;3153
17;3180
18;3182
19;3190
20;3194
21;3144
22;3108
23;3112
24;3194
25;3134
26;3209
27;3198
28;3167
29;3208
30;3201
31;3135
32;3127
33;3144
34;3144
35;3173
36;3156
37;3109
38;3219
39;3214
40;3203
41;3125
42;3127
43;3192
44;3176
45;3209
46;3153
47;3187
48;3143
49;3166
50;3059
51;3183
52;3162
53;3127
54;3199
55;3146
56;3105
57;3169
58;3124
59;3117
60;3235
61;3152
62;3217
63;3170
64;3132
65;3143
66;3204
67;3194
68;3201
69;3207
70;3196
71;3199
72;3202
73;3192
74;3153
75;3151
76;3159
77;3202
78;726
79;445
80;296
81;240
82;262
83;21
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;75286;33505;1;12934;6844132.303333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;28902;3550;1;4428;8261978.7
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;1381738;14065;1;14065;6655748.943333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;13327;2918;1;3692;8384649.158667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;888408;13958;0;13958;6673582.918666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;395077;13922;1;13951;6674749.801333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;105023;11374;1;11976;7003931.756
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;437142;218566;1;14027;6660855.270669
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;950339;50677;1;10084;7319029.271334
