Simulation Identification;sensor.SimpleWSNNode_Random81
Round;26
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;81
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8711172
Total Number of Sensed Events by the WSN;43691
Number of Sensed Events by the WSN per Day
1;544
2;536
3;548
4;556
5;554
6;567
7;525
8;525
9;570
10;547
11;543
12;556
13;554
14;549
15;568
16;541
17;537
18;524
19;523
20;575
21;546
22;537
23;563
24;467
25;578
26;555
27;554
28;575
29;577
30;544
31;572
32;556
33;559
34;555
35;589
36;535
37;558
38;538
39;541
40;540
41;525
42;501
43;565
44;552
45;538
46;526
47;576
48;579
49;545
50;595
51;546
52;570
53;544
54;520
55;539
56;564
57;557
58;563
59;599
60;550
61;556
62;560
63;556
64;562
65;556
66;564
67;546
68;563
69;593
70;566
71;563
72;511
73;572
74;537
75;573
76;552
77;550
78;343
79;195
80;129
81;128
82;116
83;133
84;120
85;12
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;188406;56032;0;13967;6671830.474667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;0;0;1;13777;6703833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;0;0;1;13868;6688666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;0;0;1;9491;7418166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;0;0;1;13930;6678333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;0;0;1;14006;6665666.666666
