Simulation Identification;sensor.SimpleWSNNode_Random49
Round;3
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;49
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8747293
Total Number of Sensed Events by the WSN;106821
Number of Sensed Events by the WSN per Day
1;1369
2;1383
3;1387
4;1356
5;1395
6;1348
7;1392
8;1322
9;1368
10;1412
11;1384
12;1375
13;1374
14;1348
15;1363
16;1360
17;1343
18;1421
19;1402
20;1383
21;1369
22;1403
23;1400
24;1377
25;1330
26;1368
27;1320
28;1368
29;1404
30;1415
31;1369
32;1387
33;1348
34;1353
35;1330
36;1426
37;1390
38;1370
39;1355
40;1360
41;1363
42;1400
43;1390
44;1396
45;1396
46;1376
47;1343
48;1395
49;1413
50;1378
51;1308
52;1336
53;1380
54;1434
55;1399
56;1391
57;1373
58;1345
59;1391
60;1338
61;1431
62;1361
63;1415
64;1377
65;1391
66;1393
67;1393
68;1395
69;1427
70;1383
71;1411
72;1342
73;1403
74;1397
75;1393
76;1367
77;1342
78;161
79;138
80;140
81;116
82;148
83;25
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;0;0;1;14064;6656000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;136246;52702;1;11935;7010517.121334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;128298;6248;1;7280;7786629.178667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;89780;14046;1;14056;6657249.057333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;0;0;1;7614;7731000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;0;0;1;13727;6712166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;0;0;1;7974;7671000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;0;0;1;14078;6653666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;506082;126038;0;14051;6657410.438668
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;105855;41873;1;13989;6668248.762
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;0;0;1;9235;7460833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;0;0;1;13860;6690000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;0;0;1;3268;8455333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;0;0;1;14091;6651500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;0;0;1;12841;6859833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;49879;12074;1;12559;6906760.889333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;0;0;1;5894;8017666.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;0;0;1;14043;6659500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;0;0;1;8777;7537166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;254725;266112;1;11387;7100569.994669
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node20;0;88519;5610;1;6664;7889299.673333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node21;0;196047;14018;1;14028;6661915.892
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node22;0;58312;7347;1;8385;7602455.918
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node23;0;0;0;1;13895;6684166.666666
