Simulation Identification;sensor.SimpleWSNNode_Random49
Round;2
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;49
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8289166
Total Number of Sensed Events by the WSN;116988
Number of Sensed Events by the WSN per Day
1;1473
2;1480
3;1531
4;1496
5;1464
6;1430
7;1421
8;1478
9;1436
10;1524
11;1487
12;1453
13;1467
14;1452
15;1484
16;1518
17;1465
18;1463
19;1462
20;1436
21;1495
22;1492
23;1484
24;1467
25;1425
26;1515
27;1493
28;1468
29;1528
30;1468
31;1535
32;1430
33;1553
34;1483
35;1373
36;1480
37;1458
38;1512
39;1453
40;1472
41;1457
42;1453
43;1421
44;1469
45;1452
46;1505
47;1471
48;1450
49;1468
50;1451
51;1471
52;1434
53;1477
54;1543
55;1548
56;1457
57;1473
58;1448
59;1447
60;1488
61;1453
62;1509
63;1574
64;1476
65;1469
66;1516
67;1413
68;1458
69;1496
70;1468
71;1503
72;1451
73;1498
74;1441
75;1521
76;1401
77;1471
78;621
79;388
80;386
81;210
82;205
83;161
84;180
85;153
86;186
87;180
88;148
89;120
90;115
91;125
92;104
93;103
94;77
95;21
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;0;0;1;6518;7913666.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;306927;305720;1;12365;6937332.34667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;537109;219093;0;13934;6676352.108668
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;0;0;1;14244;6626000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;380024;46593;0;12941;6842887.108667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;80923;20437;0;12665;6889044.044667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;0;0;1;14132;6644666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;195747;28009;0;14041;6659665.279333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;0;0;1;10234;7294333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;0;0;1;13527;6745500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;0;0;1;12794;6867666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;330646;111918;0;13954;6673661.825334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;38974;8575;1;8575;7570781.883333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;132391;27631;1;13805;6699000.880667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;0;0;1;10876;7187333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;0;0;1;9046;7492333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;55876;14087;0;14087;6652082.144666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;0;0;1;12211;6964833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;0;0;1;11919;7013500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;0;0;1;14017;6663833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node20;0;0;0;1;11392;7101333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node21;0;0;0;1;12759;6873500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node22;0;285651;79596;1;13260;6789522.424001
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node23;0;125913;28028;1;13962;6672831.832
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node24;0;0;0;1;5915;8014166.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node25;0;209793;69955;1;14024;6662246.936667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node26;0;133662;12492;1;12851;6858091.714667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node27;0;153888;13975;1;13987;6668749.483333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node28;0;41319;13868;1;13892;6684583.458666
