Simulation Identification;sensor.SimpleWSNNode_Random81
Round;14
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;81
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8773937
Total Number of Sensed Events by the WSN;201215
Number of Sensed Events by the WSN per Day
1;2642
2;2592
3;2560
4;2646
5;2611
6;2570
7;2650
8;2544
9;2525
10;2546
11;2581
12;2604
13;2597
14;2591
15;2641
16;2656
17;2608
18;2580
19;2583
20;2644
21;2597
22;2570
23;2536
24;2606
25;2535
26;2552
27;2610
28;2559
29;2562
30;2556
31;2629
32;2588
33;2668
34;2535
35;2604
36;2547
37;2545
38;2545
39;2620
40;2596
41;2572
42;2573
43;2536
44;2617
45;2585
46;2593
47;2515
48;2606
49;2595
50;2560
51;2510
52;2569
53;2638
54;2574
55;2586
56;2640
57;2658
58;2618
59;2575
60;2516
61;2596
62;2574
63;2597
64;2524
65;2583
66;2621
67;2572
68;2627
69;2520
70;2617
71;2537
72;2601
73;2574
74;2625
75;2548
76;2583
77;2577
78;599
79;209
80;188
81;142
82;121
83;157
84;164
85;103
86;58
87;50
88;40
89;39
90;55
91;44
92;48
93;50
94;54
95;44
96;7
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;163867;17945;1;13104;6815892.33
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;310191;92659;0;13843;6692277.379334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;162694;13968;0;13977;6670416.192
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;0;0;1;5999;8000166.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;0;0;1;7476;7754000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;1072862;348442;0;13987;6666742.681337
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;0;0;1;6052;7991333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;0;0;1;9131;7478166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;0;0;1;12549;6908500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;387413;35260;0;14062;6656121.773333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;21220;7702;1;8731;7544787.121333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;0;0;1;4980;8170000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;465292;14026;0;14026;6662249.177333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;465343;39921;0;14022;6662760.474
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;66244;25899;1;13756;6707177.939333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;924152;217343;0;13951;6673529.275335
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;157815;27208;1;13848;6691836.752
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;56941;21220;1;13654;6724206.013333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;212688;24112;0;13853;6691021.994667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;0;0;1;1586;8735666.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node20;0;25899;12246;1;12681;6886426.524
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node21;0;305419;59590;0;14028;6661642.46
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node22;0;0;0;1;4998;8167000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node23;0;0;0;1;6844;7859333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node24;0;1034098;13958;1;13968;6671916.252
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node25;0;0;0;1;8604;7566000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node26;0;65070;8285;1;9239;7460116.956667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node27;0;0;0;1;8029;7661833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node28;0;0;0;1;10882;7186333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node29;0;209597;13782;0;13844;6692583.974667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node30;0;233845;116779;1;14004;6665299.326001
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node31;0;220193;29531;1;13360;6773156.147333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node32;0;57229;10317;1;11057;7157104.764667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node33;0;289425;130830;1;14077;6653048.353334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node34;0;212481;13979;1;13955;6674082.792667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node35;0;402922;13841;1;13888;6685250.287333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node36;0;0;0;0;14014;6664333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node37;0;0;0;1;7008;7832000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node38;0;0;0;1;13754;6707666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node39;0;375699;13856;1;13893;6684416.864
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node40;0;640131;14064;0;14064;6655915.616
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node41;0;0;0;1;5104;8149333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node42;0;14861;4173;1;5088;8151974.962
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node43;0;534662;162049;1;13954;6673361.039335
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node44;0;0;0;1;11936;7010666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node45;0;464630;14086;0;14086;6652248.817333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node46;0;661244;120078;1;13928;6677946.198668
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node47;0;1283731;175660;1;13905;6681446.040001
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node48;0;0;0;1;8443;7592833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node49;0;195014;13565;1;13675;6720751.943333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node50;0;886199;13957;1;13965;6672416.258
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node51;0;733848;358656;0;10214;7295514.73067
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node52;0;675185;13873;0;13905;6682416.762
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node53;0;702723;189613;1;13810;6697195.655335
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node54;0;359226;13921;1;13937;6677083.140667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node55;0;1074216;13279;1;13279;6786753.659333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node56;0;83661;14861;1;11412;7097910.834
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node57;0;204806;28860;1;14001;6666326.84
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node58;0;310582;13894;0;13911;6681416.636
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node59;0;490600;14077;0;14077;6653748.871333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node60;0;633803;13818;1;13856;6690583.758666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node61;0;816256;158797;0;14032;6660380.551335
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node62;0;884674;355402;0;13991;6666034.25467
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node63;0;257761;57004;0;14012;6664324.642667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node64;0;56881;13421;1;8893;7517752.807333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node65;0;23738;5561;0;6630;7894966.634
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node66;0;358656;4609;1;4609;8231805.679333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node67;0;930930;147900;0;13954;6673445.933334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node68;0;65275;8080;1;9037;7493784.853333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node69;0;596639;13794;1;13844;6692583.902667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node70;0;0;0;1;13334;6777666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node71;0;920122;13868;1;13904;6682583.458666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node72;0;0;0;1;9440;7426666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node73;0;32806;5150;1;6210;7964969.1
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node74;0;585346;13946;0;13963;6672749.657333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node75;0;361907;13830;1;13884;6685917.02
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node76;0;0;0;1;9784;7369333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node77;0;182397;13774;1;13848;6691917.356
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node78;0;1075199;368037;1;12635;6891958.44467
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node79;0;0;0;1;13983;6669500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node80;0;400526;13913;0;13935;6677416.522
Events
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;330283;0
