Simulation Identification;sensor.SimpleWSNNode_Random64
Round;18
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;64
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8279121
Total Number of Sensed Events by the WSN;173092
Number of Sensed Events by the WSN per Day
1;2219
2;2163
3;2179
4;2181
5;2201
6;2209
7;2219
8;2193
9;2113
10;2210
11;2236
12;2190
13;2253
14;2189
15;2212
16;2265
17;2118
18;2230
19;2237
20;2224
21;2218
22;2221
23;2254
24;2223
25;2267
26;2242
27;2143
28;2178
29;2227
30;2231
31;2171
32;2288
33;2199
34;2253
35;2287
36;2202
37;2179
38;2178
39;2216
40;2225
41;2240
42;2295
43;2269
44;2202
45;2251
46;2257
47;2162
48;2192
49;2203
50;2173
51;2238
52;2242
53;2214
54;2219
55;2205
56;2223
57;2266
58;2244
59;2249
60;2204
61;2248
62;2198
63;2213
64;2260
65;2263
66;2194
67;2260
68;2223
69;2202
70;2209
71;2270
72;2198
73;2180
74;2200
75;2186
76;2192
77;2219
78;534
79;158
80;155
81;147
82;162
83;146
84;134
85;148
86;142
87;152
88;145
89;91
90;42
91;40
92;39
93;43
94;55
95;39
96;14
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;109972;17354;1;13608;6731895.876
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;0;0;1;14000;6666666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;150505;20426;1;13979;6670044.110667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;1087626;495503;0;13859;6687193.648671
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;0;0;1;8033;7661166.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;107987;33513;1;13930;6678132.255333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;141875;10650;1;11387;7102102.766667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;43948;9196;1;10080;7319944.824
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;104509;20221;1;5011;8164712.007334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;0;0;1;11643;7059500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;114455;8967;1;9923;7346112.864667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;0;0;1;4338;8277000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;1143310;13874;0;13874;6687583.422666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;155948;77706;1;13497;6750033.764
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;795999;28016;0;14010;6664831.904
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;0;0;1;4326;8279000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;220791;62878;1;14082;6652622.732
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;0;0;1;5652;8058000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;565932;550669;1;13386;6765695.986005
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;976858;83901;0;13980;6669496.594001
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node20;0;1074762;13727;0;13727;6712084.304666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node21;0;461837;119494;1;13955;6673449.702668
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node22;0;691818;13993;1;13989;6668416.042
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node23;0;55573;13789;1;13818;6696917.266
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node24;0;0;0;1;14009;6665166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node25;0;691121;28100;0;14095;6650664.733333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node26;0;197299;91564;1;13902;6682450.616001
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node27;0;0;0;1;8452;7591333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node28;0;349714;14023;1;14027;6662082.528667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node29;0;1143177;27906;1;13946;6675499.230667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node30;0;72044;6480;1;7569;7738461.12
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node31;0;269292;47509;0;14135;6643881.612667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node32;0;157960;12971;1;13258;6790255.507333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node33;0;0;4552;1;4552;8241306.021333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node34;0;656241;175619;0;14034;6659946.286001
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node35;0;32256;3904;1;4810;8198309.909333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node36;0;1088836;13956;1;13912;6681249.597333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node37;0;118904;8422;1;9423;7429449.468
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node38;0;0;0;1;12008;6998666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node39;0;573209;7983;1;7983;7669452.102
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node40;0;0;0;1;9285;7452500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node41;0;0;0;1;13995;6667500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node42;0;222999;13960;1;13957;6673749.573333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node43;0;572236;8813;1;8813;7531113.788667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node44;0;0;0;1;4584;8236000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node45;0;23908;4610;1;5624;8062639.006667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node46;0;816907;138555;0;14101;6649002.003334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node47;0;56088;14007;0;14007;6665415.958
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node48;0;718433;27724;0;13963;6672666.989333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node49;0;977290;328138;0;13964;6670697.83867
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node50;0;32586;16153;1;4695;8217403.082
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node51;0;53359;10435;1;11203;7132770.723333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node52;0;209327;13889;1;13873;6687749.999333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node53;0;0;0;1;10435;7260833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node54;0;509673;14006;0;14005;6665749.297333
