Simulation Identification;sensor.SimpleWSNNode_Random49
Round;17
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;49
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8287032
Total Number of Sensed Events by the WSN;78872
Number of Sensed Events by the WSN per Day
1;986
2;987
3;967
4;1026
5;963
6;970
7;971
8;1019
9;1011
10;960
11;963
12;1061
13;987
14;954
15;992
16;1009
17;1011
18;974
19;1040
20;990
21;1016
22;976
23;1000
24;1013
25;934
26;1003
27;1001
28;1045
29;1064
30;983
31;985
32;1009
33;962
34;974
35;957
36;978
37;927
38;997
39;956
40;985
41;1003
42;984
43;995
44;1006
45;1043
46;995
47;1027
48;958
49;983
50;994
51;1026
52;949
53;979
54;980
55;1029
56;968
57;1027
58;968
59;1011
60;1017
61;1020
62;970
63;988
64;999
65;967
66;966
67;1013
68;979
69;987
70;983
71;986
72;983
73;1041
74;1037
75;1035
76;995
77;1011
78;432
79;222
80;236
81;222
82;220
83;214
84;235
85;111
86;95
87;92
88;102
89;96
90;87
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;0;0;0;7088;7818666.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;0;0;1;4886;8185666.666667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;0;0;1;7696;7717333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;0;0;1;6682;7886333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;0;0;1;12141;6976500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;0;0;1;12424;6929333.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;0;0;1;4425;8262500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;0;0;1;13859;6690166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;0;0;1;13946;6675666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;0;0;1;13236;6794000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;31982;6302;1;7364;7772628.854667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;175974;175924;1;7377;7769444.456003
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;189442;7427;1;7427;7762122.104667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;0;0;0;14090;6651666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;0;0;1;6885;7852500
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;14088;24420;1;10332;7277853.48
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;184219;36464;1;13715;6713947.882667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;329011;155017;0;13998;6666069.898001
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;0;0;1;13724;6712666.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;295505;112897;0;13964;6671989.284667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node20;0;205147;14089;1;14089;6651748.799333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node21;0;0;0;1;4315;8280833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node22;0;52644;11156;1;7661;7723099.730667
