Simulation Identification;sensor.SimpleWSNNode_Random81
Round;25
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.SimpleWSNNode;81
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;8364014
Total Number of Sensed Events by the WSN;220528
Number of Sensed Events by the WSN per Day
1;2766
2;2773
3;2771
4;2721
5;2751
6;2784
7;2767
8;2704
9;2760
10;2779
11;2799
12;2704
13;2720
14;2697
15;2772
16;2750
17;2740
18;2724
19;2711
20;2756
21;2776
22;2833
23;2790
24;2698
25;2797
26;2729
27;2763
28;2690
29;2729
30;2823
31;2738
32;2765
33;2759
34;2783
35;2798
36;2770
37;2737
38;2734
39;2735
40;2723
41;2761
42;2755
43;2725
44;2766
45;2814
46;2764
47;2708
48;2701
49;2814
50;2750
51;2755
52;2801
53;2787
54;2738
55;2742
56;2760
57;2718
58;2732
59;2771
60;2820
61;2680
62;2738
63;2671
64;2765
65;2696
66;2789
67;2757
68;2751
69;2684
70;2757
71;2769
72;2716
73;2708
74;2784
75;2722
76;2716
77;2781
78;1592
79;1130
80;1032
81;1032
82;730
83;619
84;557
85;546
86;489
87;433
88;279
89;244
90;60
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node0;0;7123;9766;0;9766;7372274.737333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node1;0;0;0;1;14035;6660833.333333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node2;0;42373;5471;1;6450;7924967.174
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node3;0;129826;25578;1;6531;7911346.531999
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node4;0;99605;12360;1;12741;6876425.84
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node5;0;0;0;1;10271;7288166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node6;0;561263;13968;1;13547;6742082.858667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node7;0;277971;34076;1;13771;6704628.877333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node8;0;443642;179904;1;13974;6669920.576001
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node9;0;405936;19069;1;10582;7236218.919333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node10;0;112529;28048;1;14078;6653498.378667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node11;0;8434;4179;1;4913;8181141.592667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node12;0;120138;11069;0;11069;7155100.252667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node13;0;56263;13971;1;14001;6666416.174
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node14;0;666197;26918;1;12950;6841505.158667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node15;0;101344;10621;1;11325;7112436.274
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node16;0;1109438;434533;0;12117;6977892.802004
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node17;0;1463494;14006;0;14006;6665582.630667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node18;0;722073;334654;0;13921;6677825.409336
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node19;0;444013;20362;1;12069;6988377.828
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node20;0;0;0;1;5328;8112000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node21;0;304040;27755;1;13898;6683500.136667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node22;0;1485312;13843;0;13791;6701416.942
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node23;0;64134;8434;1;4929;8178449.396
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node24;0;165914;69921;1;5055;8157080.474
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node25;0;146072;11223;1;10565;7239099.328667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node26;0;1128811;13239;0;13239;6793420.566
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node27;0;125887;17512;1;13397;6767061.594667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node28;0;88066;6692;1;7382;7769626.514667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node29;0;0;0;1;4752;8208000
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node30;0;0;0;1;10649;7225166.666666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node31;0;834884;771275;0;8799;7528872.350009
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node32;0;119241;13182;0;13182;6802920.908
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node33;0;107891;9452;1;9702;7382943.288
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node34;0;595139;14033;0;14033;6661082.468667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node35;0;41384;19274;1;3829;8361717.689333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node36;0;906841;47029;1;11083;7152551.159334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node37;0;37993;15806;1;5507;8082071.830666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node38;0;1114691;45138;0;12553;6907562.505333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node39;0;278831;13712;1;13774;6704251.061333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node40;0;59869;8297;1;9256;7457283.551333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node41;0;339934;31434;1;13938;6676811.396
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node42;0;609642;13904;1;13928;6678583.242667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node43;0;397656;8466;1;7956;7673949.204
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node44;0;956848;12324;0;12022;6996259.389333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node45;0;96081;13894;1;13920;6679916.636
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node46;0;181567;18719;1;9087;7485387.686
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node47;0;1426056;664194;1;13997;6663181.502673
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node48;0;126369;14116;1;14116;6647248.637333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node49;0;357457;36892;0;13929;6678278.648
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node50;0;386637;22061;1;13883;6686034.300667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node51;0;1619011;762476;0;13521;6741925.144008
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node52;0;817037;70343;0;14080;6652911.275334
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node53;0;1615505;14418;1;13991;6668080.158666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node54;0;892365;57880;1;8051;7657819.386666
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node55;0;126444;14099;1;14099;6650082.072667
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node56;0;799408;14119;0;13665;6722415.286
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node57;0;782835;81921;0;13314;6780508.474001
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node58;0;48703;4309;1;5245;8125807.479333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node59;0;618942;20136;1;6264;7955879.184
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node60;0;575307;7164;1;7444;7759290.349333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node61;0;1071175;14056;0;14056;6657248.997333
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node62;0;635940;263392;1;14044;6657752.981336
eboracum.wsn.network.node.sensor.SimpleWSNNode;Node63;0;56085;6610;1;7652;7724627.006667
