Simulation Identification;sensor.mobile.DynamicReorganizedMobileWSNNode_Mesh64
Round;26
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;64
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;7503495
Total Number of Sensed Events by the WSN;257412
Number of Sensed Events by the WSN per Day
1;3205
2;3269
3;3207
4;3278
5;3227
6;3212
7;3247
8;3312
9;3271
10;3225
11;3230
12;3226
13;3275
14;3267
15;3273
16;3219
17;3253
18;3279
19;3297
20;3155
21;3220
22;3311
23;3238
24;3282
25;3245
26;3198
27;3304
28;3280
29;3252
30;3268
31;3315
32;3249
33;3220
34;3259
35;3199
36;3274
37;3221
38;3262
39;3241
40;3212
41;3217
42;3208
43;3226
44;3232
45;3260
46;3307
47;3254
48;3233
49;3190
50;3278
51;3246
52;3226
53;3259
54;3267
55;3236
56;3226
57;3196
58;3254
59;3237
60;3182
61;3207
62;3236
63;3285
64;3193
65;3240
66;3250
67;3252
68;3243
69;3245
70;3230
71;3235
72;3258
73;3222
74;3190
75;3270
76;3287
77;3300
78;2631
79;1667
80;1629
81;1272
82;359
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node0;0;38540;12213;1;12182;6969593.388667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node1;0;228636;47372;0;14045;6658882.434667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node2;0;397664;14182;0;13953;6674414.908
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node3;0;173788;14166;0;13963;6672748.337333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node4;0;398591;83327;0;13965;6672000.038001
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node5;0;88100;12384;1;11254;7124259.029333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node6;0;810356;528418;1;11242;7123162.825338
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node7;0;88349;15868;1;10736;7210571.458667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node8;0;341441;77200;0;14109;6648036.8
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node9;0;109289;13648;0;13603;6732751.445333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node10;0;54470;14069;1;13527;6745415.586
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node11;0;812267;305234;0;13931;6676335.262669
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node12;0;149671;24326;1;14065;6655687.377333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node13;0;93487;14400;1;11864;7022580.266667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node14;0;174796;25324;0;13943;6676014.722667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node15;0;49349;9757;1;10699;7216774.791333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node16;0;120363;24081;0;13963;6672688.847333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node17;0;124904;38018;0;13994;6667438.558667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node18;0;335510;55609;0;14141;6642833.012667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node19;0;568585;108424;0;13993;6667182.789334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node20;0;821489;111712;0;13937;6676496.394667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node21;0;329382;77414;0;13935;6677035.516
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node22;0;208984;51972;1;14056;6657021.501334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node23;0;732367;107928;1;13881;6685852.432001
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node24;0;71119;10008;1;10787;7202106.618667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node25;0;1012980;364071;0;13979;6667982.24067
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node26;0;194729;49101;0;14168;6638372.060667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node27;0;247669;38023;1;14110;6648105.195333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node28;0;446513;97734;0;14067;6654913.596001
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node29;0;446023;58737;1;11459;7089814.244667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node30;0;62480;8989;1;9618;7396946.066
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node31;0;752087;157358;0;13985;6668222.518668
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node32;0;926189;293018;0;11738;7041908.558669
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node33;0;89928;12681;1;12039;6993423.914
