Simulation Identification;sensor.mobile.DynamicReorganizedMobileWSNNode_Random100
Round;7
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;100
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;7675868
Total Number of Sensed Events by the WSN;265637
Number of Sensed Events by the WSN per Day
1;3276
2;3234
3;3236
4;3238
5;3251
6;3257
7;3259
8;3251
9;3220
10;3250
11;3216
12;3247
13;3248
14;3200
15;3214
16;3261
17;3256
18;3252
19;3300
20;3241
21;3255
22;3254
23;3239
24;3214
25;3224
26;3267
27;3236
28;3256
29;3215
30;3260
31;3252
32;3247
33;3265
34;3231
35;3286
36;3256
37;3219
38;3302
39;3263
40;3275
41;3222
42;3257
43;3292
44;3232
45;3254
46;3249
47;3230
48;3204
49;3225
50;3300
51;3207
52;3260
53;3284
54;3252
55;3272
56;3224
57;3300
58;3244
59;3250
60;3232
61;3224
62;3268
63;3312
64;3256
65;3233
66;3187
67;3242
68;3255
69;3237
70;3300
71;3262
72;3260
73;3221
74;3325
75;3209
76;3241
77;3233
78;3002
79;2649
80;2530
81;2465
82;2521
83;1944
84;348
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node0;0;597930;159558;0;14070;6654042.652001
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node1;0;731977;142112;0;13220;6795813.994668
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node2;0;178053;24003;0;13487;6752022.648667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node3;0;119088;27021;1;10560;7239837.874
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node4;0;218163;53998;0;13864;6689009.345334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node5;0;343805;131230;0;13927;6678045.953334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node6;0;148489;13972;0;13903;6682749.501333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node7;0;151386;26515;1;13983;6669340.91
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node8;0;774724;28520;0;14067;6655328.88
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node9;0;287362;111134;0;11075;7153499.862668
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node10;0;1155727;42360;0;14086;6652079.173333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node11;0;581583;14445;0;13984;6669246.663333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node12;0;196462;24669;1;9803;7366018.652667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node13;0;156686;20397;0;13943;6676044.284667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node14;0;607985;28142;0;14016;6663831.148
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node15;0;76038;11956;1;10342;7276261.597333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node16;0;139882;15978;1;10478;7253570.798667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node17;0;94930;24073;1;8027;7662022.228666
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node18;0;571366;136836;0;13988;6667845.650668
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node19;0;202114;49351;1;10391;7267870.560667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node20;0;77878;14135;0;12885;6852415.19
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node21;0;87361;7357;1;8181;7636455.858
