Simulation Identification;sensor.mobile.DynamicReorganizedMobileWSNNode_Random100
Round;28
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;100
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;9000000
Total Number of Sensed Events by the WSN;266962
Number of Sensed Events by the WSN per Day
1;3296
2;3206
3;3215
4;3269
5;3306
6;3220
7;3235
8;3174
9;3299
10;3225
11;3253
12;3233
13;3306
14;3250
15;3344
16;3193
17;3266
18;3269
19;3301
20;3250
21;3220
22;3188
23;3271
24;3243
25;3194
26;3219
27;3264
28;3237
29;3253
30;3203
31;3180
32;3268
33;3288
34;3221
35;3294
36;3319
37;3260
38;3235
39;3258
40;3165
41;3216
42;3232
43;3222
44;3303
45;3217
46;3275
47;3206
48;3237
49;3181
50;3213
51;3255
52;3303
53;3305
54;3255
55;3223
56;3250
57;3290
58;3240
59;3223
60;3248
61;3207
62;3230
63;3247
64;3293
65;3257
66;3217
67;3190
68;3217
69;3318
70;3268
71;3223
72;3215
73;3246
74;3232
75;3247
76;3236
77;3277
78;3242
79;3216
80;3065
81;2907
82;2374
83;1585
84;599
85;70
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node0;0;327580;91468;1;13951;6674284.525334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node1;0;97992;13275;1;11144;7142587.016667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node2;0;342313;96895;0;13941;6675918.630001
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node3;0;113331;24633;0;12024;6995852.202
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node4;0;144777;22525;0;13750;6708198.183333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node5;0;337115;14145;0;13984;6669248.463333
