Simulation Identification;sensor.mobile.DynamicReorganizedMobileWSNNode_Random100
Round;4
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;100
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;7777112
Total Number of Sensed Events by the WSN;141996
Number of Sensed Events by the WSN per Day
1;1672
2;1692
3;1628
4;1720
5;1592
6;1648
7;1599
8;1634
9;1672
10;1662
11;1642
12;1616
13;1642
14;1622
15;1662
16;1652
17;1666
18;1654
19;1677
20;1696
21;1628
22;1567
23;1645
24;1654
25;1627
26;1692
27;1612
28;1662
29;1574
30;1606
31;1623
32;1645
33;1613
34;1637
35;1667
36;1618
37;1670
38;1665
39;1620
40;1656
41;1601
42;1687
43;1655
44;1632
45;1649
46;1609
47;1626
48;1641
49;1618
50;1666
51;1616
52;1668
53;1723
54;1610
55;1645
56;1679
57;1635
58;1703
59;1626
60;1655
61;1609
62;1767
63;1650
64;1685
65;1687
66;1627
67;1684
68;1625
69;1615
70;1638
71;1579
72;1578
73;1640
74;1707
75;1677
76;1603
77;1792
78;3168
79;2928
80;2832
81;2883
82;2112
83;730
84;507
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node0;0;194102;24352;0;13966;6672187.221333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node1;0;784472;111167;1;14061;6655832.998001
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node2;0;209452;16950;1;10281;7286398.3
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node3;0;338536;73012;1;13955;6673728.594667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node4;0;1108774;139951;0;14000;6665826.960668
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node5;0;843616;245996;0;13860;6688524.024002
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node6;0;813338;79552;0;13988;6668189.354667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node7;0;192826;23997;0;14010;6664856.018
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node8;0;65931;12407;1;8073;7654425.557999
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node9;0;344138;37305;0;10505;7248942.836667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node10;0;422844;138820;0;13962;6672167.080001
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node11;0;514390;111626;0;14019;6662830.244001
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node12;0;243215;26233;1;10222;7296175.935333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node13;0;96037;12364;1;9882;7352925.816
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node14;0;706344;14098;1;13940;6676582.078666
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node15;0;239773;15963;1;10223;7296070.888667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node16;0;209203;70107;0;14042;6659246.024667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node17;0;96908;14649;1;12967;6838745.439333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node18;0;192200;30192;0;13703;6715985.514667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node19;0;76353;13746;1;11293;7117750.857333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node20;0;421241;167636;1;11396;7099660.850668
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node21;0;177413;28074;0;13870;6688164.889333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node22;0;55109;6111;1;7347;7775463.334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node23;0;413139;51313;0;13881;6686192.122
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node24;0;74990;6583;1;7560;7739960.502
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node25;0;296972;14088;0;13811;6698082.138666
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node26;0;309318;46459;0;11773;7037554.579334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node27;0;420604;65378;0;13811;6697774.398667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node28;0;116100;13442;0;13266;6788919.348
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node29;0;152250;32687;0;12372;6937803.878
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node30;0;92145;18676;1;10518;7246887.944
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node31;0;58377;15565;1;10061;7323073.276667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node32;0;168182;34906;1;10565;7238957.230667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node33;0;260073;69283;0;14150;6641250.968667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node34;0;311563;55327;0;14014;6664001.371334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node35;0;125732;19621;1;10251;7291382.274
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node36;0;679628;412184;0;13998;6664526.896004
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node37;0;358010;44913;0;14033;6660897.188667
