Simulation Identification;sensor.mobile.DynamicReorganizedMobileWSNNode_Random100
Round;21
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;100
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;7774000
Total Number of Sensed Events by the WSN;267774
Number of Sensed Events by the WSN per Day
1;3302
2;3212
3;3214
4;3239
5;3292
6;3220
7;3280
8;3245
9;3222
10;3160
11;3233
12;3147
13;3307
14;3242
15;3261
16;3193
17;3254
18;3215
19;3180
20;3266
21;3196
22;3244
23;3237
24;3181
25;3280
26;3227
27;3272
28;3263
29;3240
30;3251
31;3216
32;3236
33;3285
34;3197
35;3235
36;3220
37;3247
38;3243
39;3268
40;3265
41;3230
42;3273
43;3270
44;3247
45;3239
46;3235
47;3199
48;3195
49;3250
50;3250
51;3256
52;3260
53;3306
54;3257
55;3227
56;3246
57;3245
58;3243
59;3246
60;3266
61;3256
62;3223
63;3269
64;3194
65;3187
66;3241
67;3222
68;3247
69;3275
70;3274
71;3314
72;3285
73;3341
74;3186
75;3229
76;3233
77;3224
78;3030
79;2922
80;2768
81;2736
82;2693
83;2309
84;1390
85;299
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node0;0;275867;65927;0;13923;6679104.438
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node1;0;86694;6835;1;7834;7694292.323333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node2;0;319896;56358;0;14015;6663828.518667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node3;0;106255;18707;1;10141;7309721.091333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node4;0;734265;143442;0;14056;6656472.681334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node5;0;788536;341631;0;14054;6655616.88067
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node6;0;490440;69980;0;13793;6700746.786667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node7;0;98998;11878;1;10312;7281262.065333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node8;0;727710;140337;0;13963;6671991.311334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node9;0;327703;36921;1;13905;6682278.474
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node10;0;246985;33010;0;13988;6668468.606667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node11;0;771671;78125;1;13978;6669864.583334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node12;0;671086;646066;0;10822;7192456.93734
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node13;0;398552;42498;1;13832;6694411.678667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node14;0;317073;60992;0;14000;6666300.714667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node15;0;268118;61702;0;14026;6661963.121334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node16;0;602515;83361;0;13964;6672166.500667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node17;0;72142;11345;0;11178;7136931.93
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node18;0;223264;20348;0;10219;7296711.245333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node19;0;1007698;92744;0;14041;6659276.869334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node20;0;182789;67209;0;14057;6656763.412667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node21;0;1261808;585589;0;14011;6661319.799339
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node22;0;205629;22809;0;14094;6650863.146
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node23;0;56371;9496;1;9856;7357276.357333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node24;0;478713;28235;0;14067;6655330.59
