Simulation Identification;sensor.mobile.DynamicReorganizedMobileWSNNode_Mesh100
Round;13
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;100
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;7632991
Total Number of Sensed Events by the WSN;268464
Number of Sensed Events by the WSN per Day
1;3197
2;3292
3;3255
4;3239
5;3256
6;3302
7;3244
8;3249
9;3260
10;3220
11;3270
12;3249
13;3313
14;3228
15;3243
16;3277
17;3203
18;3223
19;3292
20;3288
21;3253
22;3270
23;3339
24;3156
25;3226
26;3277
27;3314
28;3271
29;3204
30;3236
31;3245
32;3217
33;3210
34;3284
35;3248
36;3310
37;3206
38;3286
39;3238
40;3285
41;3230
42;3270
43;3293
44;3268
45;3268
46;3301
47;3321
48;3235
49;3252
50;3287
51;3260
52;3251
53;3167
54;3335
55;3221
56;3276
57;3290
58;3258
59;3203
60;3272
61;3231
62;3221
63;3205
64;3139
65;3293
66;3223
67;3235
68;3247
69;3289
70;3288
71;3333
72;3257
73;3221
74;3251
75;3323
76;3274
77;3198
78;3047
79;2871
80;2847
81;2934
82;2895
83;2732
84;477
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node0;0;85674;7495;1;8206;7632288.363333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node1;0;164904;40189;0;10787;7201925.532667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node2;0;1032500;74430;1;10699;7216386.753334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node3;0;2084933;108901;0;10839;7192846.594001
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node4;0;1263761;1087123;0;10716;7207477.262011
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node5;0;1411993;187354;1;10772;7203542.542668
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node6;0;438440;111081;0;10985;7168500.180668
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node7;0;283021;75770;0;10919;7179712.046667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node8;0;168260;29805;1;10917;7180321.17
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node9;0;65062;7729;1;8481;7586453.626
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node10;0;115935;21920;1;10751;7208035.146667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node11;0;791195;23653;0;13921;6679691.415333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node12;0;1756913;37746;0;13903;6682606.857333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node13;0;2142929;804650;0;13986;6664172.100008
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node14;0;2459919;80927;0;13932;6677514.438
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node15;0;1677409;66065;0;14034;6660603.61
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node16;0;599902;52040;0;14128;6645021.093334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node17;0;386438;38177;0;14117;6646937.604667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node18;0;214773;24112;0;14126;6645521.994667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node19;0;116999;11145;0;11017;7163766.463333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node20;0;508825;21033;1;10685;7219040.468667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node21;0;1219909;23791;0;13891;6684690.587333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node22;0;1585602;616717;0;14005;6662133.031339
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node23;0;1880857;93848;0;14079;6652936.912001
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node24;0;1343176;79602;0;14138;6643189.054667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node25;0;529482;66749;0;13978;6669932.839334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node26;0;415009;51744;0;14110;6648022.869334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node27;0;304644;38189;0;14024;6662437.532667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node28;0;192344;24152;0;14040;6659855.088
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node29;0;121479;21228;0;11031;7161372.632
