Simulation Identification;sensor.mobile.DynamicReorganizedMobileWSNNode_Mesh100
Round;10
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;100
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;7655251
Total Number of Sensed Events by the WSN;267554
Number of Sensed Events by the WSN per Day
1;3264
2;3292
3;3223
4;3272
5;3229
6;3242
7;3195
8;3273
9;3227
10;3238
11;3242
12;3239
13;3265
14;3231
15;3268
16;3294
17;3287
18;3307
19;3250
20;3246
21;3226
22;3210
23;3272
24;3207
25;3231
26;3243
27;3190
28;3239
29;3274
30;3224
31;3260
32;3247
33;3220
34;3271
35;3214
36;3250
37;3264
38;3254
39;3265
40;3259
41;3207
42;3255
43;3254
44;3290
45;3227
46;3305
47;3236
48;3224
49;3273
50;3231
51;3220
52;3291
53;3272
54;3214
55;3228
56;3237
57;3315
58;3227
59;3265
60;3291
61;3267
62;3267
63;3263
64;3305
65;3266
66;3278
67;3257
68;3227
69;3292
70;3249
71;3197
72;3192
73;3312
74;3209
75;3292
76;3221
77;3246
78;2977
79;2745
80;2786
81;2810
82;2775
83;2723
84;432
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node0;0;63302;7355;1;8069;7655122.536667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node1;0;155470;28914;1;10779;7203326.516
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node2;0;1033001;63438;1;10692;7217619.372
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node3;0;2083645;121381;1;10827;7194771.714001
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node4;0;1261053;1085990;0;10823;7189650.726678
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node5;0;1418349;172306;0;11000;7165632.830668
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node6;0;421900;123931;1;10708;7214589.747334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node7;0;279584;72412;1;10907;7181732.194667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node8;0;178556;29496;0;10762;7206156.357333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node9;0;64497;7774;0;8481;7586453.356
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node10;0;117055;10763;0;10661;7223102.088667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node11;0;788614;23950;0;13935;6677356.3
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node12;0;1752506;37951;0;13992;6667772.294
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node13;0;2138292;802837;0;14026;6657516.311341
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node14;0;2450615;79680;0;14076;6653521.92
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node15;0;1672623;65618;0;14076;6653606.292
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node16;0;598337;52054;0;14064;6655687.676
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node17;0;385095;38122;0;14081;6652937.934667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node18;0;214594;24036;0;14021;6663022.450667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node19;0;114707;10966;0;10947;7175434.204
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node20;0;511160;21943;1;10819;7196701.675333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node21;0;1214429;23722;1;14012;6664524.334667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node22;0;1581477;614160;0;14078;6649981.706672
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node23;0;1880289;94511;0;14035;6660266.267334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node24;0;1347367;80625;0;14017;6663349.583334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node25;0;530747;66222;0;13987;6668436.001334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node26;0;416287;51785;0;13996;6667022.623334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node27;0;303306;37966;0;14033;6660938.870667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node28;0;191653;24062;0;14048;6658522.294667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node29;0;116936;20396;0;11031;7161377.624
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node30;0;795796;20933;1;10700;7216541.068667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node31;0;1153325;415726;1;13985;6666672.310671
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node32;0;1477284;93730;0;14035;6660270.953334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node33;0;1198509;90939;0;14058;6656454.366001
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node34;0;621829;80979;0;13997;6666680.792667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node35;0;526726;66260;0;14000;6666269.106667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node36;0;418009;52568;0;13815;6697184.592
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node37;0;306390;38131;0;13820;6696437.880667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node38;0;192509;24165;0;13941;6676355.01
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node39;0;111695;19145;0;10957;7173718.463333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node40;0;759617;254039;1;10788;7200475.766002
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node41;0;1142592;79356;0;13919;6679690.530667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node42;0;957353;79814;0;13858;6689854.449334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node43;0;619167;79882;0;13967;6671687.374667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node44;0;575859;76823;0;14128;6644872.395334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node45;0;507903;66316;0;14067;6655102.104
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node46;0;413751;52374;0;13975;6670519.089334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node47;0;305809;38538;0;13881;6686268.772
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node48;0;193545;24378;0;13866;6688853.732
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node49;0;109181;18232;1;11043;7159390.608
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node50;0;566476;177464;1;10836;7192935.216002
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node51;0;847277;65621;1;13946;6675272.940667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node52;0;525609;65750;0;13777;6703438.833334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node53;0;522461;65411;0;13944;6675607.534
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node54;0;505267;65726;0;14086;6651938.977334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node55;0;464086;62719;0;14113;6647457.019334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node56;0;394896;52034;0;14116;6647021.129334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node57;0;300895;38202;0;14060;6656437.454667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node58;0;191974;24109;0;14095;6650688.679333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node59;0;107527;17423;0;10994;7167562.128667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node60;0;401060;115686;1;10661;7222472.550668
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node61;0;594506;51746;1;13928;6678356.190667
