Simulation Identification;sensor.mobile.DynamicReorganizedMobileWSNNode_Mesh100
Round;0
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;100
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;7631504
Total Number of Sensed Events by the WSN;267645
Number of Sensed Events by the WSN per Day
1;3266
2;3257
3;3269
4;3273
5;3236
6;3287
7;3227
8;3291
9;3260
10;3248
11;3306
12;3222
13;3294
14;3254
15;3293
16;3199
17;3279
18;3283
19;3270
20;3271
21;3185
22;3223
23;3286
24;3239
25;3269
26;3275
27;3231
28;3259
29;3226
30;3256
31;3276
32;3196
33;3249
34;3199
35;3252
36;3241
37;3308
38;3264
39;3231
40;3237
41;3201
42;3219
43;3301
44;3302
45;3242
46;3233
47;3313
48;3251
49;3222
50;3319
51;3260
52;3245
53;3277
54;3206
55;3225
56;3295
57;3256
58;3256
59;3262
60;3227
61;3221
62;3284
63;3270
64;3208
65;3280
66;3265
67;3326
68;3175
69;3327
70;3254
71;3269
72;3268
73;3250
74;3245
75;3241
76;3261
77;3278
78;2904
79;2770
80;2696
81;2797
82;2695
83;2623
84;439
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node0;0;64862;7565;1;8211;7631454.61
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node1;0;156761;29636;1;10735;7210655.517333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node2;0;1032791;74447;0;10937;7176719.984667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node3;0;2088511;124314;1;10664;7221920.782668
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node4;0;1264267;1088140;0;10865;7182637.826677
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node5;0;1411060;187077;0;10801;7198710.871335
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node6;0;435257;109733;0;10977;7169841.602001
