Simulation Identification;sensor.mobile.DynamicReorganizedMobileWSNNode_Mesh49
Round;12
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;49
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;7136870
Total Number of Sensed Events by the WSN;256198
Number of Sensed Events by the WSN per Day
1;3220
2;3229
3;3232
4;3221
5;3323
6;3242
7;3314
8;3255
9;3194
10;3279
11;3214
12;3204
13;3252
14;3209
15;3282
16;3271
17;3254
18;3230
19;3251
20;3168
21;3236
22;3268
23;3274
24;3244
25;3205
26;3256
27;3236
28;3269
29;3300
30;3282
31;3264
32;3285
33;3242
34;3278
35;3281
36;3249
37;3232
38;3247
39;3292
40;3254
41;3256
42;3230
43;3235
44;3226
45;3229
46;3248
47;3180
48;3214
49;3243
50;3247
51;3210
52;3274
53;3174
54;3274
55;3282
56;3220
57;3266
58;3252
59;3251
60;3203
61;3287
62;3211
63;3235
64;3240
65;3252
66;3193
67;3248
68;3258
69;3231
70;3241
71;3288
72;3280
73;3247
74;3251
75;3209
76;3202
77;3272
78;2706
79;2287
80;1308
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node0;0;254086;85212;1;11181;7135988.728001
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node1;0;441061;179627;1;12692;6883588.904668
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node2;0;905456;274112;1;12735;6875855.328002
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node3;0;631430;644119;1;12689;6881301.952673
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node4;0;906898;275340;1;12593;6899514.626669
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node5;0;443353;180732;0;12717;6879415.608001
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node6;0;255857;82489;1;11251;7124338.399334
