Simulation Identification;sensor.mobile.DynamicReorganizedMobileWSNNode_Mesh100
Round;15
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;100
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;7663789
Total Number of Sensed Events by the WSN;267298
Number of Sensed Events by the WSN per Day
1;3280
2;3212
3;3218
4;3199
5;3260
6;3269
7;3168
8;3228
9;3252
10;3285
11;3297
12;3267
13;3242
14;3233
15;3250
16;3260
17;3288
18;3259
19;3245
20;3230
21;3182
22;3242
23;3213
24;3267
25;3189
26;3236
27;3236
28;3279
29;3317
30;3279
31;3285
32;3262
33;3221
34;3299
35;3279
36;3260
37;3232
38;3278
39;3277
40;3228
41;3288
42;3258
43;3215
44;3291
45;3280
46;3228
47;3251
48;3253
49;3186
50;3240
51;3193
52;3297
53;3269
54;3279
55;3194
56;3215
57;3260
58;3280
59;3278
60;3254
61;3243
62;3322
63;3188
64;3248
65;3251
66;3231
67;3286
68;3214
69;3261
70;3238
71;3260
72;3214
73;3260
74;3257
75;3262
76;3242
77;3265
78;2888
79;2766
80;2769
81;2729
82;2692
83;2618
84;582
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node0;0;85618;7306;1;8018;7663622.830667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node1;0;164983;39948;1;10600;7233093.645333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node2;0;1029640;73209;0;10743;7209060.746
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node3;0;2083603;123455;1;10657;7223092.603334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node4;0;1263748;1068610;0;10765;7199421.673344
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node5;0;1408323;188902;1;10709;7214033.254668
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node6;0;420950;124772;1;10609;7231084.701334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node7;0;280262;73460;0;10885;7185392.573334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node8;0;181090;30228;0;10727;7211985.298667
