Simulation Identification;sensor.mobile.DynamicReorganizedMobileWSNNode_Mesh100
Round;25
Initial Battery;2700000.0
Communication Radius;160.0
Sensor Cover Radius;120.0
Node Idle Energy Cost;0.3
CPU Processing Energy Cost;50.0
Summary of Nodes
Class Name;Number of Instances
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;100
Summary of Events
Class Name;Type;Number of Instances;Tasks Cost Graph; Comm Energy Cost
eboracum.wsn.network.node.StochasticPeriodicJumperEvent;E0;1;<task id="0"><cpu name="SimpleFIFOBasedCPU" cost="1"/></task>;0.0018

Results
Simulation Total Time;7631379
Total Number of Sensed Events by the WSN;267200
Number of Sensed Events by the WSN per Day
1;3248
2;3253
3;3260
4;3260
5;3225
6;3178
7;3270
8;3246
9;3242
10;3250
11;3311
12;3239
13;3211
14;3216
15;3243
16;3217
17;3234
18;3206
19;3268
20;3232
21;3265
22;3191
23;3231
24;3242
25;3289
26;3243
27;3235
28;3279
29;3244
30;3236
31;3294
32;3233
33;3276
34;3287
35;3302
36;3303
37;3239
38;3242
39;3216
40;3291
41;3245
42;3262
43;3259
44;3230
45;3253
46;3212
47;3336
48;3184
49;3275
50;3211
51;3267
52;3237
53;3257
54;3241
55;3291
56;3288
57;3188
58;3262
59;3253
60;3203
61;3232
62;3260
63;3195
64;3247
65;3190
66;3208
67;3293
68;3294
69;3257
70;3232
71;3184
72;3258
73;3335
74;3239
75;3270
76;3214
77;3246
78;2950
79;2750
80;2787
81;2751
82;2768
83;2654
84;485
Nodes
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node0;0;81754;7484;1;8213;7631121.762667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node1;0;161924;38087;1;10800;7199771.478
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node2;0;1027371;72864;1;10801;7199396.149334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node3;0;2075931;110518;0;10896;7183336.892001
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node4;0;1261374;1082162;1;10749;7202007.028011
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node5;0;1408147;189961;0;10833;7193360.234002
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node6;0;424203;123850;0;10920;7179256.900001
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node7;0;286188;63766;1;10699;7216450.737334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node8;0;158984;29023;1;10825;7195659.195333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node9;0;64412;7679;1;8421;7596453.926
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node10;0;112178;19805;1;10813;7197714.503333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node11;0;788107;23862;0;14032;6661190.161333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node12;0;1752230;37754;0;14036;6660440.142667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node13;0;2136158;801493;0;14082;6648191.042008
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node14;0;2455056;80841;0;13977;6670014.954
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node15;0;1675356;66445;0;13996;6666934.663334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node16;0;597704;51957;0;14110;6648021.591333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node17;0;386996;38243;0;14007;6665270.542
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node18;0;214370;24125;0;14081;6653021.916667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node19;0;120829;11264;0;11019;7163432.416
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node20;0;501695;18903;0;10785;7202386.582
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node21;0;1214762;23851;0;13916;6680523.560667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node22;0;1582920;613652;1;13941;6672818.088006
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node23;0;1879055;94647;0;14019;6662932.118001
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node24;0;1346147;80405;0;14032;6660850.903334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node25;0;526199;65532;0;14113;6647440.141334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node26;0;413693;51757;0;14136;6643689.458
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node27;0;303623;37908;0;14073;6654272.552
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node28;0;191649;24046;0;14081;6653022.390667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node29;0;121867;23982;1;11066;7155522.774667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node30;0;787575;11465;0;10905;7182431.21
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node31;0;1152903;415222;1;13938;6674508.668004
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node32;0;1478525;94294;0;13895;6683600.902667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node33;0;1201025;91369;1;13971;6670951.786001
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node34;0;619990;80278;0;14087;6651684.998667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node35;0;523439;65855;0;14110;6647938.203334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node36;0;417894;52270;0;13934;6677353.046667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node37;0;303431;37944;0;13979;6669939.002667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node38;0;191141;23852;0;14008;6665190.221333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node39;0;117988;22144;1;10910;7181533.802667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node40;0;754740;250252;1;10787;7200665.154669
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node41;0;1140310;79261;0;13933;6677357.767334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node42;0;956940;80220;0;13882;6685852.013334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node43;0;620770;79927;0;13993;6667353.771334
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node44;0;575924;76965;0;14174;6637204.876667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node45;0;509615;66672;0;14003;6665766.634667
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node46;0;413934;52248;0;13917;6680186.512
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node47;0;303790;37831;0;13894;6684106.347333
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node48;0;191364;23911;1;13935;6677356.534
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node49;0;113868;21102;1;10920;7179873.388
eboracum.wsn.network.node.sensor.mobile.DynamicReorganizedMobileWSNNode;Node50;0;558862;174277;1;10705;7214787.671335
